name,carrier,included_internal_coordinate
Mynydd_Y_Gwair_Wind_Farm_,wind_onshore,True
Jack's_Lane_Wind_Farm,wind_onshore,True
Denzell_Downs_Wind_Farm,wind_onshore,True
Reaps_Moss_Wind_Farm_,wind_onshore,True
"Llynfi_Renewable_Energy_Park,_Land_at_Mynydd_Caerau",wind_onshore,True
Chiplow,wind_onshore,True
Hook_Moor,wind_onshore,True
Crook_Hill_Rochdale_MBC_2_of_2,wind_onshore,True
Far_Marsh_Farm_,wind_onshore,True
Wear_Point,wind_onshore,True
Middlewick_wind_farm,wind_onshore,True
Blyth_Harbour_Wind_Farm_re_power,wind_onshore,True
Corriegarth,wind_onshore,True
Carsington_Pasture,wind_onshore,True
Langford_Wind_Farm,wind_onshore,True
Mid_Hill_I,wind_onshore,True
Ardrossan_Extension,wind_onshore,True
Beinn_Tharsuinn_Windfarm_Project,wind_onshore,True
Blaengwen_,wind_onshore,True
Boyndie_Airfield,wind_onshore,True
Burton_Wold_Windfarm,wind_onshore,True
Edinbane_Wind_Farm,wind_onshore,True
Fairburn,wind_onshore,True
Farr_Wind_Farm,wind_onshore,True
Ffynnon_Oer_Wind_Farm,wind_onshore,True
Flotta,wind_onshore,True
Forss_Wind_Farm_Extension,wind_onshore,True
Michelin_Tyre_Co_Ltd___Dundee,wind_onshore,True
Millennium_Windfarm,wind_onshore,True
Muirhall,wind_onshore,True
Mynydd_Clogau_Wind_Farm,wind_onshore,True
New_Barn_Farm,wind_onshore,True
North_Pickenham,wind_onshore,True
Paul's_Hill_and_Extension,wind_onshore,True
Tir_Mostyn_And_Foel_Goch_Wind_Farm,wind_onshore,True
Trimdon_Grange,wind_onshore,True
Wardlaw_Wood,wind_onshore,True
Southrigg,wind_onshore,True
Kingspan,wind_onshore,True
Binn_Eco_Park___Wind_Farm,wind_onshore,True
Gawnsmoss_Cluster,wind_onshore,True
Quarrendon_Fields,wind_onshore,True
Newstead_and_Annesley_Wind_Turbine_,wind_onshore,True
Beckton_Sewage_Treatment_Works,wind_onshore,True
Melton_Waste_Park_,wind_onshore,True
Burton_Wold_Wind_Farm_South,wind_onshore,True
ANP_Newport_Wind_Turbine,wind_onshore,True
Brenig_Wind_Farm,wind_onshore,True
Pogbie_Wind_Farm_2,wind_onshore,True
"Parc_Stormy,_Stormy_Down",wind_onshore,True
Bodtegir,wind_onshore,True
West_of_Rhiwfelin_Fach_Farm,wind_onshore,True
Marshill_Farm,wind_onshore,True
Woodlands_Wind_Farm,wind_onshore,True
Accolade_Wines,wind_onshore,True
Craigannet_Farm_Wind_Turbine,wind_onshore,True
Ferneylea_Farm,wind_onshore,True
Forss_Wind_Farm,wind_onshore,True
Mounteneys_and_Cherry_Rock_Wind_Turbines,wind_onshore,True
Hywind_Scotland_Pilot_Park_Hywind_2_Demonstrator,wind_offshore,True
Beatrice_Demonstrator,wind_offshore,True
Burbo_Bank,wind_offshore,True
Gunfleet_Sands___Demo_Extension,wind_offshore,True
Gunfleet_Sands_II ,wind_offshore,True
Gunfleet_Sands_Offshore_Wind_Scheme,wind_offshore,True
Inner_Dowsing ,wind_offshore,True
Kentish_Flats ,wind_offshore,True
Lynn,wind_offshore,True
North_Hoyle ,wind_offshore,True
Rhyl_Flats ,wind_offshore,True
Robin_Rigg_East,wind_offshore,True
Robin_Rigg_West,wind_offshore,True
Scroby_Sands ,wind_offshore,True
Thanet ,wind_offshore,True
Walney 1,wind_offshore,True
Kentish_Flats_2,wind_offshore,True
European_Offshore_Wind_Deployment_Centre_EOWDC_Aberdeen_Bay___Demonstration_site,wind_offshore,True
Walney 2,wind_offshore,True
Ormonde_Offshore,wind_offshore,True
Greater_Gabbard_Wind_Farm,wind_offshore,True
London_Array Phase_1,wind_offshore,True
Sheringham_Shoal ,wind_offshore,True
Centrica_Lincs,wind_offshore,True
Teeside_Offshore_Wind_Farm,wind_offshore,True
Race_Bank_Phase_1,wind_offshore,True
West_of_Duddon_Sands,wind_offshore,True
Rampion_Offshore_Wind_Farm_Hastings_Zone,wind_offshore,True
Beatrice,wind_offshore,True
Blyth_Offshore Wind_Test_Site,wind_offshore,True
Hornsea_1___Heron_&_Njord,wind_offshore,True
Galloper_Wind_Farm,wind_offshore,True
Levenmouth_demonstration_turbine_Fife_Energy_Park,wind_offshore,True
Walney_3,wind_offshore,True
Dudgeon_East ,wind_offshore,True
Burbo_Bank_Extension_Burbo_Bank_2,wind_offshore,True
Gwynt_y_Mor ,wind_offshore,True
Humber_Gateway_A,wind_offshore,True
Westermost_Rough_A,wind_offshore,True
Barrow ,wind_offshore,True
Race_Bank_Phase_2,wind_offshore,True
Fen_Farm_Solar_Park,solar_pv,True
Manor_Farm,solar_pv,True
Nanterrow_Farm,solar_pv,True
Howton_Farm,solar_pv,True
East_Langford_Farm,solar_pv,True
Trevemper_solar_farm,solar_pv,True
Chester_Energy_East_Woolley_Farm,solar_pv,True
Chynoweth_Farm,solar_pv,True
Carlton_Farm_Solar_farm,solar_pv,True
Wheal_Jane,solar_pv,True
Cantelupe_Solar_Farm,solar_pv,True
Benbole_Farm,solar_pv,True
Langage_Solar_Farm,solar_pv,True
Grange_Solar_Farm,solar_pv,True
Ebbsfleet_Farm_Solar_Farm,solar_pv,True
Westcott_Venture_Park_Phase_2_&_3,solar_pv,True
Summerway_Drove,solar_pv,True
Puriton_Solar_Farm,solar_pv,True
Toyota_Solar_Farm,solar_pv,True
Long_Sutton_Butterfly_And_Wildlife_Park,solar_pv,True
Long_Sutton_Butterfly_And_Wildlife_Park_extension,solar_pv,True
Springhill_Solar_Park_Northwick,solar_pv,True
Westmill_Farm___PV,solar_pv,True
Rhosygilwen_Solar_Farm,solar_pv,True
Llancayo_Solar_Farm,solar_pv,True
Shacks_Barn_Solar_Farm,solar_pv,True
Carines_Farm_Solar_Array,solar_pv,True
Trigon_Solar_Farm,solar_pv,True
Chittering_Solar_Farm_Extension,solar_pv,True
Tredinnick_Fields,solar_pv,True
Summercourt_Solar_Farm_Glebe_Farm,solar_pv,True
Higher_Trevartha_Farm,solar_pv,True
Beechgrove_Farm,solar_pv,True
PARK_WOOD_SOLAR_FARM,solar_pv,True
Promens_Solar,solar_pv,True
Malmesbury_Solar,solar_pv,True
Trefullock_Solar_Farm,solar_pv,True
Lower_Coombe_Farm_Solar,solar_pv,True
Durrants_Farm_Solar,solar_pv,True
Dunsfold_Park_Solar_Farm,solar_pv,True
Alan_Bartlett_&_Sons_Solar,solar_pv,True
Tavells_Lane_Solar_Farm,solar_pv,True
LITTLE_TREVEASE_SOLAR_PARK,solar_pv,True
Cobbs_Cross_Solar_Park,solar_pv,True
NOTTINGTON_LANE_SOLAR_FARM,solar_pv,True
RUDGE_FARM_SOLAR_FARM,solar_pv,True
CRINACOTT_SOLAR_FARM_Pyworthy,solar_pv,True
Chawton_Farm_Solar_Farm,solar_pv,True
VENTNOR_ROAD_SOLAR_PARK,solar_pv,True
ROOKERY_FARM_SOLAR_FARM,solar_pv,True
Little_White_Alice_Solar_Park,solar_pv,True
Park_Wall_Solar_Park,solar_pv,True
Hall_Farm_Solar_park,solar_pv,True
Oulton_Airfield_Solar_Farm_Phase_1,solar_pv,True
Chalcroft_Solar_Park,solar_pv,True
Bradford_Solar_Park,solar_pv,True
Lower_Coombe_Farm_Bean_Field,solar_pv,True
Ffos_Las_Racecourse,solar_pv,True
Woodforde_Farm,solar_pv,True
Kingston_Farm,solar_pv,True
Spriggs_Farm,solar_pv,True
Rotherdale_Farm,solar_pv,True
Turves_Solar_Farm_,solar_pv,True
Rexton_Cross,solar_pv,True
Hatchlands_Farm,solar_pv,True
Land_At_Potash_Farm,solar_pv,True
Land_at_Upper_Clayhill_Farm,solar_pv,True
Towerbrook_Farm_Banwell_Solar_Farm,solar_pv,True
Twin_Elm_Solar_Farm,solar_pv,True
Hardingham_Solar_Farm,solar_pv,True
Hollamoor_Farm_PV,solar_pv,True
Langlands_Solar_Farm,solar_pv,True
Langunnett_Solar_Farm,solar_pv,True
Manston_Solar_Farm,solar_pv,True
Marsh_House_Solar_Park,solar_pv,True
Morrisons_roof_mounted_solar,solar_pv,True
Rickfield_Farm_solar_park,solar_pv,True
Tump_Solar_Farm,solar_pv,True
West_Farm_Solar,solar_pv,True
Owls_Lodge_Farm,solar_pv,True
Beckley_Solar_Farm,solar_pv,True
Oakham_Farm,solar_pv,True
Limberlost_Farm,solar_pv,True
Office_Field,solar_pv,True
Sandys_Moor_Road,solar_pv,True
Skylark_Meadow_Solar_park,solar_pv,True
Aldi_Distribution_Centre___Darlington,solar_pv,True
Bishops_Sutton,solar_pv,True
Blackawton_Solar_Farm,solar_pv,True
BMW_UK_Manufacturing_Ltd,solar_pv,True
Land_to_the_East_of_Burton_Lane,solar_pv,True
Land_west_of_Hawkspur_Green_Hill_Hall_Solar,solar_pv,True
Kingspan_Insulation_Solar_Installation,solar_pv,True
Langley_Hall_Farm,solar_pv,True
Pond_Farm,solar_pv,True
Nether_Mill_Farm_,solar_pv,True
NEWNTON_DAIRY_FARM,solar_pv,True
Pierces_Farm,solar_pv,True
Rew_Farm_Solar_Farm,solar_pv,True
Westbury_Closed_Landfill_Site,solar_pv,True
Wiggin_Hill_Solar_Farm___Phase_2,solar_pv,True
Grain_Harvesters_Ltd,solar_pv,True
Hyde_Farm,solar_pv,True
St_Francis_Farm,solar_pv,True
Bishops_Waltham_Solar_Farm,solar_pv,True
Nova_Scotia_Farm_solar_park,solar_pv,True
"Hall_Farm,_East_Beckham",solar_pv,True
Cefn_Betingau_Farm,solar_pv,True
Hill_Farm_Solar_Park_VoWH,solar_pv,True
Wix_Lodge,solar_pv,True
Saxley_Farm,solar_pv,True
Snarlton_Farm_Melksham_solar_farm,solar_pv,True
Lackford_Estate_Solar_Park,solar_pv,True
Colpmans_Farm,solar_pv,True
Porvair_International_Ltd,solar_pv,True
Willsland_Solar_farm,solar_pv,True
Frying_Down_Copse_Solar_Farm,solar_pv,True
Wilmingham_Lane_Solar_Farm,solar_pv,True
Chilton_Cantelo_Solar_Farm,solar_pv,True
Beaford_Brook_Solar_Park,solar_pv,True
Hayford_Farm,solar_pv,True
Halse_Farm,solar_pv,True
STRETE_FARM_SOLAR_FARM,solar_pv,True
Tregassow_Farm___Solar_Modules,solar_pv,True
Higher_Hatherleigh_Solar_Farm_extension,solar_pv,True
Pont_Andrew_Solar_Farm,solar_pv,True
Cairnhill_Farm_solar_park,solar_pv,True
Manston_Solar_Farm_extension_Westwood,solar_pv,True
Newlands_Farm_Solar_,solar_pv,True
Fen_Road,solar_pv,True
Long_Meadow_Farm,solar_pv,True
Liverton_Farm,solar_pv,True
Home_Farm_Knowlton___solar,solar_pv,True
Lake_Farm,solar_pv,True
Parkhouse_Corner_Orta_Solar,solar_pv,True
Sandhill_Solar_Park,solar_pv,True
Mingay_Farm,solar_pv,True
Jordanston_Solar_Farm,solar_pv,True
Aldi_Distribution_Centre___Neston,solar_pv,True
Rodbourne_Rail_Farm___Solar_Park,solar_pv,True
Barnby_Moor,solar_pv,True
Knockworthy_Farm,solar_pv,True
Raglington_Farm,solar_pv,True
Stables_Farm,solar_pv,True
Luson_Farm,solar_pv,True
Kellygreen_Farm,solar_pv,True
Grove_Farm_solar,solar_pv,True
Marston_Solar_Farm,solar_pv,True
Tredown_Solar_Farm,solar_pv,True
Slaughtergate_Farm,solar_pv,True
Kia_Ora_Farm,solar_pv,True
Ellicombe_Farm,solar_pv,True
Southcombe_Farm,solar_pv,True
West_Bradley_Farm,solar_pv,True
Whiddon_Farm,solar_pv,True
Lovedean_Farm,solar_pv,True
Higher_Knapp_Farm,solar_pv,True
Park_Farm,solar_pv,True
Dunkeswell_Airfield,solar_pv,True
Langenhoe_Solar_Farm,solar_pv,True
Kentishes_Solar_Farm_,solar_pv,True
Marley_Thatch_Solar_Farm,solar_pv,True
Newlands_Farm_East_Devon,solar_pv,True
Goldthorpe,solar_pv,True
Barley_Wood_Farm_Lane,solar_pv,True
Battens_Farm_Solar_Park,solar_pv,True
Combermere_Abbey,solar_pv,True
Foxburrow_Farm,solar_pv,True
Great_Houndbeare_Farm,solar_pv,True
Condover_Green_Farm,solar_pv,True
Hurst_Farm,solar_pv,True
Ikea_Distribution_Centre_,solar_pv,True
Jaguar_Land_Rover_,solar_pv,True
Leverton_Ings,solar_pv,True
Little_Morton_Solar_Farm,solar_pv,True
Lodge_Farm___Orston,solar_pv,True
Lowther_Farms,solar_pv,True
Mackies_Dairy_PV,solar_pv,True
Mingay_Farm___extension,solar_pv,True
Redcourt_Farm,solar_pv,True
Sowerby_Lodge_Farm,solar_pv,True
Stone_Hill,solar_pv,True
Taunton_Racecourse,solar_pv,True
The_Stables,solar_pv,True
Vantage_Point,solar_pv,True
Wilsom_Farm,solar_pv,True
Woodlands_Farm_Solar_Park,solar_pv,True
Bowerhouse_Farm,solar_pv,True
Brickyard_Barn_,solar_pv,True
Bronwylfa_Reservoir,solar_pv,True
Land_At_Court_Farm,solar_pv,True
Crapnell_Farm_Solar_Farm,solar_pv,True
Danes_Farm___extension,solar_pv,True
Ellough_Airfield_Resubmission,solar_pv,True
Ermine_Street_Farm_solar_park,solar_pv,True
Eynsham_Solar_Farm,solar_pv,True
Ford_Farm_Ashurst,solar_pv,True
Priors_Byne_Farm,solar_pv,True
Scottow_Moor___RAF_Coltishall_Solar_Farm_Phase_1,solar_pv,True
Owls_Lodge_Farm_Extension,solar_pv,True
Hawksland_Solar,solar_pv,True
Middle_Treworder_Farm,solar_pv,True
Black_Bush_Farm,solar_pv,True
Goonhilly_Downs___PV,solar_pv,True
Higher_Tregarne_Solar_Farm,solar_pv,True
Causilgey_Solar_Farm,solar_pv,True
Ninnis_Farm_Solar,solar_pv,True
Trelow_Farm,solar_pv,True
Hewas_Solar_Farm,solar_pv,True
Great_Knowle_Farm_Solar,solar_pv,True
Airfield_Farm_PV,solar_pv,True
Lower_Bodiniel_Farm,solar_pv,True
Shelswell_Park_Solar_Farm,solar_pv,True
Chittering_Solar_Farm,solar_pv,True
Kernow_Solar_Farm,solar_pv,True
Limes_Farm_Solar_Farm,solar_pv,True
Bratton_Fleming_Solar_Farm,solar_pv,True
Lee_Farm,solar_pv,True
Woodlands_Barton_Solar_Farm,solar_pv,True
Winsdon_Farm,solar_pv,True
The_Manor_of_Cadland_Estate,solar_pv,True
Trenouth_Farm,solar_pv,True
Callington_Solar_Farm,solar_pv,True
St_Columb_Major_Solar_Farm,solar_pv,True
Crossways_Pit_Solar_Farm,solar_pv,True
Ayshford_Court_Farm,solar_pv,True
Andover_Solar_Farm,solar_pv,True
Oving_Solar_Farm,solar_pv,True
Grange_Farm_Cornwall,solar_pv,True
Shipton_Bellinger___Park_House_Corner_Solar_Farm,solar_pv,True
Wyld_Meadow_Solar_Farm,solar_pv,True
Shooters_Bottom_Solar_Park,solar_pv,True
Goldenhaye_Field_Solar_Farm,solar_pv,True
Clearwell_Farm___solar,solar_pv,True
Danes_Farm,solar_pv,True
Langstone_Court_Road_Solar_Farm,solar_pv,True
Five_Oaks_Solar_Farm,solar_pv,True
Culworth_House_Solar_Farm,solar_pv,True
Warleigh_Barton_Solar_Farm,solar_pv,True
Trenoweth_Solar_Farm,solar_pv,True
Wymeswold_Airfield,solar_pv,True
Higher_Hatherleigh_Solar_Farm,solar_pv,True
Barton_Solar_Farm,solar_pv,True
Clann_Solar_Farm,solar_pv,True
Dolmans_Hill_Redbridge_Farm_Solar_Arrays,solar_pv,True
North_Norfolk_Business_Centre_Solar_Park,solar_pv,True
Horsacott_Farm_Solar_Park,solar_pv,True
Broxted_Solar_Farm_Stradishall_Airfield,solar_pv,True
Pentylands_Farm,solar_pv,True
Trefinnick_Farm,solar_pv,True
Four_Burrows_Solar_farm,solar_pv,True
Rudbaxton_Solar_Park,solar_pv,True
Hope_Solar_Farm,solar_pv,True
Culmhead_Solar_Farm_,solar_pv,True
Wheal_Alfred_Road_Solar_Farm,solar_pv,True
Blatchworthy_Farm,solar_pv,True
Parsonage_Barn_extension,solar_pv,True
BIOSSENCE_SOLAR_PARK,solar_pv,True
HENDRA_HOLIDAY_PARK_SOLAR_FARM,solar_pv,True
EASTACOMBE_SOLAR_FARM,solar_pv,True
Wrexham_Social_Housing_PV,solar_pv,True
Creathorne_Farm____Solar_Farm,solar_pv,True
Higher_Pirzwell_Solar_Farm,solar_pv,True
Broadgate_Solar_Farm,solar_pv,True
CRAYSMARSH_SOLAR_FARM,solar_pv,True
SOLAR_PARK___WHITCHURCH_FARM,solar_pv,True
THE_HOLLIES_SOLAR_PARK___SKEGNESS,solar_pv,True
AMBLESTON_SOLAR_PANELS,solar_pv,True
Ford_Farm_Solar_Farm,solar_pv,True
Canworthy_Water,solar_pv,True
Foxcombe_Farm_Solar_Park,solar_pv,True
Liddeston_Ridge_Solar_Park_Milford_Haven,solar_pv,True
Bodwen_Solar_Park,solar_pv,True
Treswarrow_Solar_Park,solar_pv,True
Carnemough_Farm_Solar_Park,solar_pv,True
Aller_Court_Farm_Solar_Park,solar_pv,True
Derriton_Fields_Solar_Farm,solar_pv,True
Cleave_Farm_Solar_Park,solar_pv,True
Four_Burrows_Farm__Extension_2,solar_pv,True
Chelworth_Industrial_Estate_Solar_Park,solar_pv,True
Drapers_Farm_Solar_Park,solar_pv,True
Week_Farm_Solar_Park,solar_pv,True
Langton_Farm_Solar_park,solar_pv,True
Says_Court_Farm_solar_park,solar_pv,True
Ketton_solar_farm,solar_pv,True
The_Manor_of_Cadland_Estate___extension,solar_pv,True
Rowles_Farm_solar_park,solar_pv,True
Ryston_Estate_Solar_Park,solar_pv,True
Reaches_Farm_Solar_Park,solar_pv,True
Watchfield_Lawn,solar_pv,True
Witches_Solar_Farm,solar_pv,True
Burntstalk_Solar_Park,solar_pv,True
Claypit_Moor_Solar_Farm_Lexham,solar_pv,True
Holton_Airfield,solar_pv,True
Goose_Willow_Farm,solar_pv,True
Chediston_Hall_Solar_Park,solar_pv,True
Burthy_Farm,solar_pv,True
Caeremlyn_Solar_Farm,solar_pv,True
Hazard_Farm,solar_pv,True
Home_Farm_Merton___solar,solar_pv,True
Rudge_Hill_Farm,solar_pv,True
Sevor_Farm,solar_pv,True
Marsh_Farm,solar_pv,True
Four_Burrows_Solar_farm_Extension_1,solar_pv,True
Old_Rides_solar_Farm,solar_pv,True
Parabel_North_Beer_Solar_Farm,solar_pv,True
Crockers_Hele,solar_pv,True
Bentley_Motors_Ltd_1,solar_pv,True
Northwick_Estate_Extension,solar_pv,True
North_Of_Field_Barn,solar_pv,True
Wroughton_Airfield_Solar_Park,solar_pv,True
Forest_Heath_Solar_Farm,solar_pv,True
Abbey_Farm,solar_pv,True
Land_at_Soho_Farm,solar_pv,True
Land_South_West_Of_Apollo_Business_Park,solar_pv,True
Manor_Farm_Monmouthshire,solar_pv,True
Land_at_Mill_Farm,solar_pv,True
Land_at_East_Farm,solar_pv,True
New_Rendy_Farm,solar_pv,True
Reydon_Farm,solar_pv,True
Copley_Farm,solar_pv,True
Ellough_Airfield_Ellough_2_extension,solar_pv,True
Nanteague_Farm,solar_pv,True
Grange_Farm_Burton_Pedwardine,solar_pv,True
Wheat_Leasows_Solar_Park,solar_pv,True
Honington_Solar_Farm,solar_pv,True
Hill_Farm_Solar_Park,solar_pv,True
Homeland_Solar_Farm,solar_pv,True
East_Fairlee,solar_pv,True
Fairwind_Farm,solar_pv,True
Redlands_Farm,solar_pv,True
Fenton_Home_Farm,solar_pv,True
Abbots_Ripton_Solar_Farm,solar_pv,True
South_Lees_Farm,solar_pv,True
Southwick_Estate,solar_pv,True
Waterloo_solar_park,solar_pv,True
Ketton_solar_farm___phase_2,solar_pv,True
Oak_Cottage,solar_pv,True
Sycamore_Farm,solar_pv,True
North_Wayton_Farm,solar_pv,True
South_Creake_Solar_Farm,solar_pv,True
Pen_Y_Cae_solar_farm,solar_pv,True
Rose_And_Crown_Farm,solar_pv,True
Wickfield_Farm,solar_pv,True
Rookery_Farm,solar_pv,True
Seaview_Farm,solar_pv,True
Chelveston_Airfield___extension,solar_pv,True
Huddlesford_Farm,solar_pv,True
Park_Lane,solar_pv,True
Gypsom_Solar_Farm,solar_pv,True
Polmaugan_Farm,solar_pv,True
Land_at_Gilley's_Mill_Dam,solar_pv,True
East_Lenham_Solar_Farm,solar_pv,True
Steventon_Solar_Park,solar_pv,True
Westwood_Farm_Solar_Park,solar_pv,True
Meadow_Farm_solar_park,solar_pv,True
Sutton_Mawr_Farm,solar_pv,True
Carloggas_Farm_Solar_Park,solar_pv,True
Lincoln_Farm,solar_pv,True
Llwyn_Du_Solar_Farm,solar_pv,True
West_Hill_Farm_solar,solar_pv,True
Elms_Farm,solar_pv,True
Rock_Farm_/_Goldborough_Farm_Rookwood,solar_pv,True
Great_Wilbraham_Solar_Farm,solar_pv,True
Somerton_Door_Farm,solar_pv,True
Barugh_Farm,solar_pv,True
Lains_Farm,solar_pv,True
Great_Seabrook_Farm,solar_pv,True
Cotgrave_solar_farm,solar_pv,True
Parkview_solar_park,solar_pv,True
Overton,solar_pv,True
Lower_Basset_Down_Farm,solar_pv,True
Morfa_Farm,solar_pv,True
Barton_Close_Farm,solar_pv,True
Wiggin_Hill_Solar_Farm___Phase_1,solar_pv,True
Wilton_Farm_pv,solar_pv,True
Canada_Farm,solar_pv,True
Hoback_Farm,solar_pv,True
The_Rainbows_Solar_Farm,solar_pv,True
Salcey_Solar_Farm,solar_pv,True
Hillsmoor_Solar_Farm,solar_pv,True
Desford_Solar_Farm,solar_pv,True
Iwood_Lane_Solar_Farm,solar_pv,True
Playters_Solar_Farm,solar_pv,True
Bypass_Nurseries_Solar_Farm,solar_pv,True
Warrington_Home_Solar_Scheme,solar_pv,True
Babergh_Home_Solar_Scheme,solar_pv,True
Mid_Suffolk_Home_Solar_Scheme,solar_pv,True
Garn_Solar_Farm,solar_pv,True
Trethosa_Farm_Solar_Park,solar_pv,True
Garvinack_Farm_Solar_Park,solar_pv,True
Caswell_Farm_Solar_Park,solar_pv,True
Epwell_Grounds_Farm_solar_park,solar_pv,True
Pant_Y_Moch_Farm,solar_pv,True
Woolbridge_Solar_Park,solar_pv,True
Tengore_Lane_,solar_pv,True
Manor_Farm_Dorset,solar_pv,True
Hadlow_Place_solar_farm,solar_pv,True
Bassingbourn_Solar_Farm,solar_pv,True
Lower_Pennington_Farm,solar_pv,True
Goose_Willow_Farm___extension,solar_pv,True
Avenue_Farm,solar_pv,True
Sywell_Road,solar_pv,True
Gosfield_Airfield,solar_pv,True
Exning,solar_pv,True
Grange_Farm_Avon,solar_pv,True
Land_at_East_Farm___extension,solar_pv,True
Laughton_Level,solar_pv,True
Croydon_/_Church_Farm_Royston,solar_pv,True
Hadley_Farm_Orta_Membury_Solar_Farm,solar_pv,True
Manor_Farm_Wiltshire_,solar_pv,True
Tonge_Corner_Farm,solar_pv,True
Oaklands_Farm_,solar_pv,True
North_East_of_Ainderby_Steeple,solar_pv,True
Errol_Estate,solar_pv,True
Grange_Farm,solar_pv,True
Wraysbury_Landfill,solar_pv,True
Wisbridge_Farm,solar_pv,True
Caddington_Solar_Farm_Phase_1,solar_pv,True
Capeland_Farm,solar_pv,True
Castle_Combe_Circuit,solar_pv,True
Castle_Eaton_Farm,solar_pv,True
Chancery_Farm_Ardleigh,solar_pv,True
Clapham_solar_farm,solar_pv,True
Chelveston_Airfield,solar_pv,True
Chisbon_Solar_Farm_Frowick_Lane,solar_pv,True
Clawdd_Ddu_PV,solar_pv,True
Congresbury_Solar_Farm,solar_pv,True
Abergelli_Glas_Solar_Farm,solar_pv,True
Anthony_Estate_Solar_Farm,solar_pv,True
Aston_House_Solar_Farm,solar_pv,True
Bakers_Farm_solar,solar_pv,True
Balls_Wood_Solar_Farm,solar_pv,True
Barn_Farm_,solar_pv,True
Bay_Farm,solar_pv,True
Berwick_solar_farm,solar_pv,True
Bidwell_Solar_Farm_,solar_pv,True
Bilsham_Farm,solar_pv,True
Blackwell_Grange_Solar_Farm,solar_pv,True
Blenches_Mill,solar_pv,True
Bobbing_solar_farm,solar_pv,True
Bodmin_2_Solar_Farm,solar_pv,True
Bottom_Plain,solar_pv,True
Braydon_Manor_Farm,solar_pv,True
Bulls_Head_Farm_North,solar_pv,True
Burrowton_Farm,solar_pv,True
Ebbsfleet_Solar_Farm,solar_pv,True
Court_Colman_solar_park,solar_pv,True
Cowdown_Lane,solar_pv,True
Crannaford_Solar_Farm,solar_pv,True
Cwmcaesingrug_Farm,solar_pv,True
Decoy_Farm_House_Solar_Modules,solar_pv,True
Hadley_Solar_Farm,solar_pv,True
Hall_Farm_Solar_Farm_Newbold_Verdon,solar_pv,True
Hammond_Court_Farm,solar_pv,True
Hatch_Penn_Farm_PV,solar_pv,True
Hayford_Farm___extension,solar_pv,True
High_Penn_Solar_Park,solar_pv,True
Highfields_Farm_Braintree,solar_pv,True
Highfields_Farm_Colchester,solar_pv,True
Hill_End_Farm,solar_pv,True
Holwell_Hill,solar_pv,True
Hook_Valley_Solar_Park,solar_pv,True
Partridge_Farm,solar_pv,True
Aspatria,solar_pv,True
Penare_Farm_Solar_Farm,solar_pv,True
Pencoose_Farm,solar_pv,True
Pensipple_Farm,solar_pv,True
Pingewood_Road_South,solar_pv,True
Pingry_Farm___Phase_1,solar_pv,True
Pitworthy_Farm_Solar_Park,solar_pv,True
Primrose_Hill_Farm,solar_pv,True
Pyde_Drove,solar_pv,True
Race_farm,solar_pv,True
Radcliffe_Solar_Farm,solar_pv,True
Redhall_Industrial_Estate,solar_pv,True
Ring_O_Bells_Farm,solar_pv,True
Roanhead_Farm,solar_pv,True
Rotherdale_Farm___extension,solar_pv,True
Roundponds_Farm_Solar_Park,solar_pv,True
Hopton_Road_Industrial_Estate,solar_pv,True
Field_House_Solar_/_Hursley_Road,solar_pv,True
Kencot_Hill_Solar_Farm,solar_pv,True
KERNICK_MICA_DAM___SOLAR_FARM,solar_pv,True
Landmead_Farm_East_Hanney,solar_pv,True
Lower_Newton_Farm,solar_pv,True
Lower_Slade_Farm,solar_pv,True
Lower_Ufford_Lane,solar_pv,True
Lynt_Farm,solar_pv,True
Marchington_Solar_Farm,solar_pv,True
Monksham_Solar_Farm,solar_pv,True
Moorhouse_Lane,solar_pv,True
Morton_Wood_Farm,solar_pv,True
Natewood_Farm,solar_pv,True
Netley_Landfill_Solar,solar_pv,True
New_Stone_House,solar_pv,True
North_Creake_Airfield_,solar_pv,True
North_of_Newton_Farm,solar_pv,True
Roves_Farm_Solar_,solar_pv,True
Salhouse_Solar_Farm,solar_pv,True
Norton_Hall,solar_pv,True
Oaklands_Plantation,solar_pv,True
Packington_Solar_Farm,solar_pv,True
SAUNDERCROFT_SOLAR_FARM,solar_pv,True
Sedbury_Park,solar_pv,True
Six_Hills_Solar_Farm,solar_pv,True
South_Newton_Farm,solar_pv,True
Southdown_Quarry,solar_pv,True
Southfield_Farm_Solar_Park_,solar_pv,True
Spittleborough_Farm,solar_pv,True
Stanton_solar_park,solar_pv,True
Stantway_Solar_Farm,solar_pv,True
Stonebarrow_Farm,solar_pv,True
Stowbridge_Farm,solar_pv,True
Stratton_Hall_Solar_Park,solar_pv,True
Sutton_Montis_Road_Solar_Park_/_Sutton_Bridge_Solar_Farm,solar_pv,True
Thame_solar_farm,solar_pv,True
The_Flit,solar_pv,True
The_Old_Airfield,solar_pv,True
Thorne_Farm,solar_pv,True
Tiers_Cross_Solar_Farm,solar_pv,True
Tilmanstone_Colliery,solar_pv,True
Toggam_Farm,solar_pv,True
Tower_Hill_Farm,solar_pv,True
Toyota_Motor_Manufacturing_Uk___Deeside,solar_pv,True
Trench_Farm,solar_pv,True
Troughton_Farm,solar_pv,True
Turweston_Solar_Farm,solar_pv,True
Upper_Farm_solar_park,solar_pv,True
