bmUnit,settlementPeriod,settlementRunType,quantity,average_MW
T_MRWD-1,19,DF,-0.4,-0.8
T_MYGPW-1,19,DF,-0.041,-0.082
T_PNYCB-1,19,DF,-0.01,-0.02
T_RCBKO-1,19,DF,-1.107,-2.214
T_RCBKO-2,19,DF,-1.063,-2.126
T_ROCK-1,19,DF,-0.8,-1.6
T_RRWW-1,19,DF,-0.073,-0.146
T_SCCL-4,19,DF,-24.57,-49.14
T_SEEL-1,19,DF,-0.17200000000000001,-0.34400000000000003
T_SGRWO-3,19,DF,-0.5760000000000001,-1.1520000000000001
T_SGRWO-4,19,DF,-0.488,-0.976
T_SGRWO-5,19,DF,-0.883,-1.766
T_SGRWO-6,19,DF,-1.419,-2.838
T_SHBA-2,19,DF,-0.242,-0.484
T_SHRSW-1,19,DF,-0.383,-0.766
T_SHRSW-2,19,DF,-0.388,-0.776
T_SUTB-1,19,DF,-0.5,-1.0
T_SVRP-10,19,DF,-0.25,-0.5
T_SVRP-20,19,DF,-0.15,-0.3
T_TKNEW-1,19,DF,-0.73,-1.46
T_TKNWW-1,19,DF,-0.002,-0.004
T_TORN-D,19,DF,-25.328,-50.656
T_TSREP-1,19,DF,-1.6219999999999999,-3.2439999999999998
T_WBURB-41,19,DF,-0.08700000000000001,-0.17400000000000002
T_WBURB-43,19,DF,-0.135,-0.27
T_WHILW-2,19,DF,-0.244,-0.488
T_WTMSO-1,19,DF,-1.161,-2.322
T_AKGLW-2,20,DF,-0.009000000000000001,-0.018000000000000002
T_AKGLW-3,20,DF,-0.048,-0.096
T_BLLA-1,20,DF,-0.291,-0.582
T_BLLA-2,20,DF,-0.067,-0.134
T_BPGRD-1,20,DF,-27.023,-54.046
T_CASKD-1,20,DF,-2.13,-4.26
T_CNQPS-1,20,DF,-0.9450000000000001,-1.8900000000000001
T_CNQPS-3,20,DF,-2.457,-4.914
T_CNQPS-4,20,DF,-1.764,-3.528
T_COSO-1,20,DF,-0.9570000000000001,-1.9140000000000001
T_CRGHD-1,20,DF,-0.003,-0.006
T_CRYRW-3,20,DF,-0.097,-0.194
T_DDGNO-1,20,DF,-0.498,-0.996
T_DDGNO-2,20,DF,-0.423,-0.846
T_DDGNO-3,20,DF,-0.44,-0.88
T_DDGNO-4,20,DF,-0.577,-1.154
T_DIDCB6,20,DF,-0.65,-1.3
T_DINO-3,20,DF,-0.55,-1.1
T_DINO-5,20,DF,-0.65,-1.3
T_EAAO-1,20,DF,-1.28,-2.56
T_EAAO-2,20,DF,-1.504,-3.008
T_EWHLW-1,20,DF,-0.171,-0.342
T_FASN-1,20,DF,-0.003,-0.006
T_FASN-2,20,DF,-0.001,-0.002
T_FERGD-1,20,DF,-0.443,-0.886
T_FERGD-2,20,DF,-0.783,-1.566
T_FFES-1,20,DF,-0.607,-1.214
T_FFES-2,20,DF,-0.01,-0.02
T_FFES-3,20,DF,-0.01,-0.02
T_FFES-4,20,DF,-0.79,-1.58
T_FOYE-1,20,DF,-0.9500000000000001,-1.9000000000000001
T_FOYED-1,20,DF,-0.51,-1.02
T_GRAI-7,20,DF,-0.25,-0.5
T_GYMRD-16,20,DF,-0.001,-0.002
T_GYMRD-E11,20,DF,-0.002,-0.004
T_GYMRD-W11,20,DF,-0.006,-0.012
T_HADHW-1,20,DF,-0.101,-0.202
T_HEYM2-D,20,DF,-14.0,-28.0
T_HEYM28,20,DF,-1.1320000000000001,-2.2640000000000002
T_HOWAO-1,20,DF,-2.116,-4.232
T_HOWAO-2,20,DF,-0.03,-0.06
T_HOWBO-2,20,DF,-1.387,-2.774
T_HOWBO-3,20,DF,-0.058,-0.116
T_HRSTW-1,20,DF,-0.165,-0.33
T_HRTL-2,20,DF,-1.6600000000000001,-3.3200000000000003
T_HUMRD-1,20,DF,-23.82,-47.64
T_INDQ-1,20,DF,-1.045,-2.09
T_KEAD-1,20,DF,-0.92,-1.84
T_KEADGT-3,20,DF,-0.08,-0.16
T_KILLPG-1,20,DF,-0.388,-0.776
T_KILLPG-2,20,DF,-0.28400000000000003,-0.5680000000000001
T_LAGA-1,20,DF,-0.5,-1.0
T_LBAR-1G,20,DF,-0.01,-0.02
T_LNCSW-1,20,DF,-0.465,-0.93
T_LNCSW-2,20,DF,-0.517,-1.034
T_MOWEO-1,20,DF,-0.002,-0.004
T_MRWD-1,20,DF,-0.5,-1.0
T_MYGPW-1,20,DF,-0.046,-0.092
T_PNYCB-1,20,DF,-0.01,-0.02
T_RCBKO-1,20,DF,-1.149,-2.298
T_RCBKO-2,20,DF,-1.099,-2.198
T_ROCK-1,20,DF,-0.8,-1.6
T_RRWW-1,20,DF,-0.242,-0.484
T_SCCL-4,20,DF,-24.84,-49.68
T_SEEL-1,20,DF,-0.002,-0.004
T_SGRWO-3,20,DF,-0.577,-1.154
T_SGRWO-4,20,DF,-0.489,-0.978
T_SGRWO-5,20,DF,-0.886,-1.772
T_SGRWO-6,20,DF,-1.376,-2.752
T_SHBA-2,20,DF,-0.241,-0.482
T_SHRSW-1,20,DF,-0.41600000000000004,-0.8320000000000001
T_SHRSW-2,20,DF,-0.401,-0.802
T_SUTB-1,20,DF,-0.4,-0.8
T_SVRP-10,20,DF,-0.25,-0.5
T_SVRP-20,20,DF,-0.2,-0.4
T_TKNEW-1,20,DF,-1.158,-2.316
T_TKNWW-1,20,DF,-0.002,-0.004
T_TORN-D,20,DF,-25.512,-51.024
T_TSREP-1,20,DF,-1.647,-3.294
T_WBURB-41,20,DF,-0.189,-0.378
T_WBURB-43,20,DF,-0.545,-1.09
T_WTMSO-1,20,DF,-0.385,-0.77
T_AKGLW-3,21,DF,-0.025,-0.05
T_BLLA-2,21,DF,-0.008,-0.016
T_BPGRD-1,21,DF,-26.91,-53.82
T_CASKD-1,21,DF,-1.97,-3.94
T_CNQPS-1,21,DF,-0.9450000000000001,-1.8900000000000001
T_CNQPS-3,21,DF,-2.394,-4.788
T_CNQPS-4,21,DF,-1.701,-3.402
T_COSO-1,21,DF,-1.023,-2.046
T_CRGHD-1,21,DF,-0.003,-0.006
T_CRYRW-3,21,DF,-0.097,-0.194
T_DDGNO-1,21,DF,-0.382,-0.764
T_DDGNO-2,21,DF,-0.07100000000000001,-0.14200000000000002
T_DDGNO-3,21,DF,-0.28400000000000003,-0.5680000000000001
T_DDGNO-4,21,DF,-0.454,-0.908
T_DIDCB6,21,DF,-0.65,-1.3
T_DINO-3,21,DF,-0.55,-1.1
T_DINO-5,21,DF,-0.7000000000000001,-1.4000000000000001
T_EAAO-1,21,DF,-1.24,-2.48
T_EAAO-2,21,DF,-1.397,-2.794
T_EWHLW-1,21,DF,-0.17,-0.34
T_FASN-1,21,DF,-0.003,-0.006
T_FASN-2,21,DF,-0.001,-0.002
T_FERGD-1,21,DF,-0.453,-0.906
T_FERGD-2,21,DF,-0.787,-1.574
T_FFES-1,21,DF,-0.617,-1.234
T_FFES-3,21,DF,-0.01,-0.02
T_FFES-4,21,DF,-0.79,-1.58
T_FOYE-1,21,DF,-1.0,-2.0
T_FOYE-2,21,DF,-0.9500000000000001,-1.9000000000000001
T_FOYED-1,21,DF,-0.464,-0.928
T_GRAI-7,21,DF,-0.3,-0.6
T_GYMRD-16,21,DF,-0.001,-0.002
T_GYMRD-E11,21,DF,-0.002,-0.004
T_GYMRD-W10,21,DF,-0.001,-0.002
T_GYMRD-W11,21,DF,-0.006,-0.012
T_HEYM2-D,21,DF,-13.928,-27.856
T_HEYM28,21,DF,-1.1400000000000001,-2.2800000000000002
T_HOWAO-1,21,DF,-1.029,-2.058
T_HOWAO-2,21,DF,-1.936,-3.872
T_HOWAO-3,21,DF,-0.177,-0.354
T_HOWBO-2,21,DF,-1.054,-2.108
T_HOWBO-3,21,DF,-1.3900000000000001,-2.7800000000000002
T_HRSTW-1,21,DF,-0.043000000000000003,-0.08600000000000001
T_HRTL-2,21,DF,-1.6480000000000001,-3.2960000000000003
T_HUMRD-1,21,DF,-23.72,-47.44
T_INDQ-1,21,DF,-1.05,-2.1
T_KEAD-1,21,DF,-0.92,-1.84
T_KEADGT-3,21,DF,-0.08,-0.16
T_KILLPG-1,21,DF,-0.377,-0.754
T_KILLPG-2,21,DF,-0.272,-0.544
T_LAGA-1,21,DF,-0.6,-1.2
T_LNCSW-1,21,DF,-0.484,-0.968
T_LNCSW-2,21,DF,-0.518,-1.036
T_MOWEO-1,21,DF,-0.002,-0.004
T_MRWD-1,21,DF,-0.4,-0.8
T_MYGPW-1,21,DF,-0.049,-0.098
T_PNYCB-1,21,DF,-0.015,-0.03
T_RCBKO-1,21,DF,-1.146,-2.292
T_RCBKO-2,21,DF,-1.092,-2.184
T_ROCK-1,21,DF,-0.8,-1.6
T_RRWW-1,21,DF,-0.179,-0.358
T_SCCL-4,21,DF,-24.95,-49.9
T_SEEL-1,21,DF,-0.011,-0.022
T_SGRWO-3,21,DF,-0.579,-1.158
T_SGRWO-4,21,DF,-0.488,-0.976
T_SGRWO-5,21,DF,-0.887,-1.774
T_SGRWO-6,21,DF,-1.3860000000000001,-2.7720000000000002
T_SHBA-2,21,DF,-0.24,-0.48
T_SHRSW-1,21,DF,-0.418,-0.836
T_SHRSW-2,21,DF,-0.38,-0.76
T_SUTB-1,21,DF,-0.4,-0.8
T_SVRP-10,21,DF,-0.3,-0.6
T_SVRP-20,21,DF,-0.2,-0.4
T_TKNEW-1,21,DF,-2.367,-4.734
T_TKNWW-1,21,DF,-0.002,-0.004
T_TORN-D,21,DF,-25.46,-50.92
T_TSREP-1,21,DF,-1.666,-3.332
T_WBURB-41,21,DF,-0.084,-0.168
T_WBURB-43,21,DF,-0.242,-0.484
T_BPGRD-1,22,DF,-26.529,-53.058
T_CASKD-1,22,DF,-2.13,-4.26
T_CNQPS-1,22,DF,-0.9450000000000001,-1.8900000000000001
T_CNQPS-3,22,DF,-2.457,-4.914
T_CNQPS-4,22,DF,-1.764,-3.528
T_COSO-1,22,DF,-1.017,-2.034
T_CRGHD-1,22,DF,-0.003,-0.006
T_CRYRW-3,22,DF,-0.098,-0.196
T_DDGNO-1,22,DF,-0.301,-0.602
T_DDGNO-2,22,DF,-0.076,-0.152
T_DDGNO-3,22,DF,-0.256,-0.512
T_DDGNO-4,22,DF,-0.337,-0.674
T_DIDCB6,22,DF,-0.75,-1.5
T_DINO-3,22,DF,-0.5,-1.0
T_DINO-5,22,DF,-0.65,-1.3
T_EAAO-1,22,DF,-1.096,-2.192
T_EAAO-2,22,DF,-1.2650000000000001,-2.5300000000000002
T_EWHLW-1,22,DF,-0.17400000000000002,-0.34800000000000003
T_FASN-1,22,DF,-0.003,-0.006
T_FASN-2,22,DF,-0.001,-0.002
T_FERGD-1,22,DF,-0.274,-0.548
T_FERGD-2,22,DF,-0.88,-1.76
T_FFES-1,22,DF,-0.608,-1.216
T_FFES-3,22,DF,-0.02,-0.04
T_FFES-4,22,DF,-0.79,-1.58
T_FOYE-1,22,DF,-0.9500000000000001,-1.9000000000000001
T_FOYE-2,22,DF,-0.9500000000000001,-1.9000000000000001
T_FOYED-1,22,DF,-0.46,-0.92
T_GRAI-7,22,DF,-0.25,-0.5
T_GYMRD-16,22,DF,-0.001,-0.002
T_GYMRD-E11,22,DF,-0.002,-0.004
T_GYMRD-W11,22,DF,-0.006,-0.012
T_HEYM2-D,22,DF,-13.88,-27.76
T_HEYM28,22,DF,-1.12,-2.24
T_HOWAO-1,22,DF,-1.896,-3.792
T_HOWAO-2,22,DF,-1.881,-3.762
T_HOWAO-3,22,DF,-0.272,-0.544
T_HOWBO-2,22,DF,-2.15,-4.3
T_HOWBO-3,22,DF,-1.851,-3.702
T_HRSTW-1,22,DF,-0.041,-0.082
T_HRTL-2,22,DF,-1.6480000000000001,-3.2960000000000003
T_HUMRD-1,22,DF,-23.74,-47.48
T_INDQ-1,22,DF,-1.035,-2.07
T_KEAD-1,22,DF,-0.92,-1.84
T_KEADGT-3,22,DF,-0.08,-0.16
T_KILLPG-1,22,DF,-0.379,-0.758
T_KILLPG-2,22,DF,-0.271,-0.542
T_LAGA-1,22,DF,-0.5,-1.0
T_LBAR-1G,22,DF,-0.01,-0.02
T_LNCSW-1,22,DF,-0.506,-1.012
T_LNCSW-2,22,DF,-0.522,-1.044
T_MOWEO-1,22,DF,-0.002,-0.004
T_MRWD-1,22,DF,-0.5,-1.0
T_MYGPW-1,22,DF,-0.048,-0.096
T_PNYCB-1,22,DF,-0.01,-0.02
T_RCBKO-1,22,DF,-1.153,-2.306
T_RCBKO-2,22,DF,-1.073,-2.146
T_ROCK-1,22,DF,-0.7000000000000001,-1.4000000000000001
T_SCCL-4,22,DF,-24.83,-49.66
T_SEEL-1,22,DF,-0.189,-0.378
T_SGRWO-3,22,DF,-0.578,-1.156
T_SGRWO-4,22,DF,-0.49,-0.98
T_SGRWO-5,22,DF,-0.885,-1.77
T_SGRWO-6,22,DF,-1.3900000000000001,-2.7800000000000002
T_SHBA-2,22,DF,-0.242,-0.484
T_SHRSW-1,22,DF,-0.393,-0.786
T_SHRSW-2,22,DF,-0.37,-0.74
T_SUTB-1,22,DF,-0.5,-1.0
T_SVRP-10,22,DF,-0.25,-0.5
T_SVRP-20,22,DF,-0.2,-0.4
T_TKNEW-1,22,DF,-0.248,-0.496
T_TKNWW-1,22,DF,-0.002,-0.004
T_TORN-D,22,DF,-25.32,-50.64
T_TSREP-1,22,DF,-1.702,-3.404
T_BLLA-1,23,DF,-0.016,-0.032
T_BLLA-2,23,DF,-0.009000000000000001,-0.018000000000000002
T_BPGRD-1,23,DF,-27.01,-54.02
T_CASKD-1,23,DF,-1.3599999999999999,-2.7199999999999998
T_CNQPS-1,23,DF,-1.008,-2.016
T_CNQPS-3,23,DF,-2.457,-4.914
T_CNQPS-4,23,DF,-1.701,-3.402
T_COSO-1,23,DF,-0.9520000000000001,-1.9040000000000001
T_CRGHD-1,23,DF,-0.003,-0.006
T_DDGNO-1,23,DF,-0.598,-1.196
T_DDGNO-2,23,DF,-0.291,-0.582
T_DDGNO-3,23,DF,-0.492,-0.984
T_DDGNO-4,23,DF,-0.556,-1.112
T_DIDCB6,23,DF,-0.8,-1.6
T_DINO-3,23,DF,-0.55,-1.1
T_DINO-5,23,DF,-0.65,-1.3
T_EAAO-1,23,DF,-1.392,-2.784
T_EAAO-2,23,DF,-1.717,-3.434
T_EWHLW-1,23,DF,-0.17300000000000001,-0.34600000000000003
T_FASN-1,23,DF,-0.003,-0.006
T_FASN-2,23,DF,-0.001,-0.002
T_FERGD-1,23,DF,-0.44,-0.88
T_FERGD-2,23,DF,-0.898,-1.796
T_FFES-1,23,DF,-0.607,-1.214
T_FFES-3,23,DF,-0.01,-0.02
T_FFES-4,23,DF,-0.79,-1.58
T_FOYE-1,23,DF,-0.9500000000000001,-1.9000000000000001
T_FOYE-2,23,DF,-1.0,-2.0
T_FOYED-1,23,DF,-0.466,-0.932
T_GLNDO-1,23,DF,-0.021,-0.042
T_GRAI-7,23,DF,-0.3,-0.6
T_GYMRD-16,23,DF,-0.001,-0.002
T_GYMRD-E11,23,DF,-0.002,-0.004
T_GYMRD-W10,23,DF,-0.001,-0.002
T_GYMRD-W11,23,DF,-0.005,-0.01
T_HEYM2-D,23,DF,-13.948,-27.896
T_HEYM28,23,DF,-1.1280000000000001,-2.2560000000000002
T_HOWAO-1,23,DF,-2.332,-4.664
T_HOWAO-2,23,DF,-2.527,-5.054
T_HOWAO-3,23,DF,-1.573,-3.146
T_HOWBO-2,23,DF,-2.286,-4.572
T_HOWBO-3,23,DF,-1.964,-3.928
T_HRTL-2,23,DF,-1.6640000000000001,-3.3280000000000003
T_HUMRD-1,23,DF,-24.44,-48.88
T_INDQ-1,23,DF,-1.06,-2.12
T_KEAD-1,23,DF,-0.92,-1.84
T_KEADGT-3,23,DF,-0.08,-0.16
T_KILLPG-1,23,DF,-0.38,-0.76
T_KILLPG-2,23,DF,-0.272,-0.544
T_LAGA-1,23,DF,-0.6,-1.2
T_LBAR-1G,23,DF,-0.01,-0.02
T_LNCSW-1,23,DF,-0.527,-1.054
T_LNCSW-2,23,DF,-0.51,-1.02
T_MOWEO-1,23,DF,-0.002,-0.004
T_MRWD-1,23,DF,-0.4,-0.8
T_MYGPW-1,23,DF,-0.048,-0.096
T_PNYCB-1,23,DF,-0.01,-0.02
T_RCBKO-1,23,DF,-1.134,-2.268
T_RCBKO-2,23,DF,-1.039,-2.078
T_ROCK-1,23,DF,-0.8,-1.6
T_RRWW-1,23,DF,-0.134,-0.268
T_SCCL-4,23,DF,-24.83,-49.66
T_SEEL-1,23,DF,-0.168,-0.336
T_SGRWO-3,23,DF,-0.58,-1.16
T_SGRWO-4,23,DF,-0.489,-0.978
T_SGRWO-5,23,DF,-0.898,-1.796
T_SGRWO-6,23,DF,-1.396,-2.792
T_SHBA-2,23,DF,-0.24,-0.48
T_SHRSW-1,23,DF,-0.388,-0.776
T_SHRSW-2,23,DF,-0.367,-0.734
T_SUTB-1,23,DF,-0.5,-1.0
T_SVRP-10,23,DF,-0.3,-0.6
T_SVRP-20,23,DF,-0.2,-0.4
T_TKNWW-1,23,DF,-0.002,-0.004
T_TORN-D,23,DF,-25.508,-51.016
T_TSREP-1,23,DF,-1.709,-3.418
T_WBURB-41,23,DF,-0.202,-0.404
T_WBURB-43,23,DF,-0.28300000000000003,-0.5660000000000001
T_BPGRD-1,24,DF,-28.101,-56.202
T_CASKD-1,24,DF,-1.37,-2.74
T_CNQPS-1,24,DF,-0.9450000000000001,-1.8900000000000001
T_CNQPS-3,24,DF,-2.457,-4.914
T_CNQPS-4,24,DF,-1.701,-3.402
T_COSO-1,24,DF,-0.999,-1.998
T_CRGHD-1,24,DF,-0.003,-0.006
T_DDGNO-1,24,DF,-0.601,-1.202
T_DDGNO-2,24,DF,-0.539,-1.078
T_DDGNO-3,24,DF,-0.5640000000000001,-1.1280000000000001
T_DDGNO-4,24,DF,-0.597,-1.194
T_DIDCB6,24,DF,-0.75,-1.5
T_DINO-3,24,DF,-0.55,-1.1
T_DINO-5,24,DF,-0.65,-1.3
T_DOUGW-1,24,DF,-0.077,-0.154
T_EAAO-1,24,DF,-1.682,-3.364
T_EAAO-2,24,DF,-1.71,-3.42
T_FASN-1,24,DF,-0.003,-0.006
T_FASN-2,24,DF,-0.001,-0.002
T_FERGD-1,24,DF,-0.433,-0.866
T_FERGD-2,24,DF,-0.911,-1.822
T_FFES-3,24,DF,-0.02,-0.04
T_FFES-4,24,DF,-0.79,-1.58
T_FOYE-1,24,DF,-0.6,-1.2
T_FOYE-2,24,DF,-0.5,-1.0
T_FOYED-1,24,DF,-0.605,-1.21
T_GLNDO-1,24,DF,-0.021,-0.042
T_GRAI-7,24,DF,-0.25,-0.5
T_GYMRD-16,24,DF,-0.001,-0.002
T_GYMRD-E11,24,DF,-0.002,-0.004
T_GYMRD-W10,24,DF,-0.001,-0.002
T_GYMRD-W11,24,DF,-0.005,-0.01
T_HEYM2-D,24,DF,-13.952,-27.904
T_HEYM28,24,DF,-1.1320000000000001,-2.2640000000000002
T_HOWAO-1,24,DF,-2.449,-4.898
T_HOWAO-2,24,DF,-2.498,-4.996
T_HOWAO-3,24,DF,-2.476,-4.952
T_HOWBO-1,24,DF,-0.9510000000000001,-1.9020000000000001
T_HOWBO-2,24,DF,-2.2800000000000002,-4.5600000000000005
T_HOWBO-3,24,DF,-1.8090000000000002,-3.6180000000000003
T_HRTL-2,24,DF,-1.6560000000000001,-3.3120000000000003
T_HUMRD-1,24,DF,-24.95,-49.9
T_INDQ-1,24,DF,-1.055,-2.11
T_KEAD-1,24,DF,-0.92,-1.84
T_KEADGT-3,24,DF,-0.08,-0.16
T_KILLPG-1,24,DF,-0.378,-0.756
T_KILLPG-2,24,DF,-0.272,-0.544
T_LAGA-1,24,DF,-0.6,-1.2
T_LBAR-1G,24,DF,-0.01,-0.02
T_LNCSW-1,24,DF,-0.545,-1.09
T_LNCSW-2,24,DF,-0.156,-0.312
T_MOWEO-1,24,DF,-0.002,-0.004
T_MRWD-1,24,DF,-0.5,-1.0
T_MYGPW-1,24,DF,-0.044,-0.088
T_PNYCB-1,24,DF,-0.01,-0.02
T_RCBKO-1,24,DF,-1.088,-2.176
T_RCBKO-2,24,DF,-1.024,-2.048
T_ROCK-1,24,DF,-1.0,-2.0
T_SCCL-4,24,DF,-24.77,-49.54
T_SEEL-1,24,DF,-0.169,-0.338
T_SGRWO-3,24,DF,-0.581,-1.162
T_SGRWO-4,24,DF,-0.487,-0.974
T_SGRWO-5,24,DF,-0.891,-1.782
T_SGRWO-6,24,DF,-1.403,-2.806
T_SHBA-2,24,DF,-0.23900000000000002,-0.47800000000000004
T_SHRSW-1,24,DF,-0.387,-0.774
T_SHRSW-2,24,DF,-0.366,-0.732
T_SUTB-1,24,DF,-0.5,-1.0
T_SVRP-10,24,DF,-0.25,-0.5
T_SVRP-20,24,DF,-0.2,-0.4
T_TKNWW-1,24,DF,-0.002,-0.004
T_TORN-D,24,DF,-25.408,-50.816
T_TSREP-1,24,DF,-1.576,-3.152
T_WBURB-41,24,DF,-0.013000000000000001,-0.026000000000000002
T_WBURB-43,24,DF,-0.068,-0.136
T_BPGRD-1,25,DF,-28.918,-57.836
T_CASKD-1,25,DF,-1.53,-3.06
T_CNQPS-1,25,DF,-0.9450000000000001,-1.8900000000000001
T_CNQPS-3,25,DF,-2.394,-4.788
T_CNQPS-4,25,DF,-1.701,-3.402
T_COSO-1,25,DF,-0.9470000000000001,-1.8940000000000001
T_CRGHD-1,25,DF,-0.003,-0.006
T_DDGNO-1,25,DF,-0.668,-1.336
T_DDGNO-2,25,DF,-0.5740000000000001,-1.1480000000000001
T_DDGNO-3,25,DF,-0.5700000000000001,-1.1400000000000001
T_DDGNO-4,25,DF,-0.661,-1.322
T_DIDCB6,25,DF,-0.75,-1.5
T_DINO-3,25,DF,-0.5,-1.0
T_DINO-5,25,DF,-0.65,-1.3
T_DNLWW-1,25,DF,-0.01,-0.02
T_EAAO-1,25,DF,-1.6880000000000002,-3.3760000000000003
T_EAAO-2,25,DF,-1.6880000000000002,-3.3760000000000003
T_FASN-1,25,DF,-0.003,-0.006
T_FASN-2,25,DF,-0.001,-0.002
T_FERGD-1,25,DF,-0.359,-0.718
T_FERGD-2,25,DF,-1.044,-2.088
T_FFES-1,25,DF,-0.607,-1.214
T_FFES-3,25,DF,-0.01,-0.02
T_FFES-4,25,DF,-0.79,-1.58
T_FOYE-2,25,DF,-68.1,-136.2
T_FOYED-1,25,DF,-0.426,-0.852
T_GLNDO-1,25,DF,-0.021,-0.042
T_GRAI-7,25,DF,-0.3,-0.6
T_GYMRD-16,25,DF,-0.001,-0.002
T_GYMRD-E11,25,DF,-0.002,-0.004
T_GYMRD-W11,25,DF,-0.005,-0.01
T_HEYM2-D,25,DF,-13.928,-27.856
T_HEYM28,25,DF,-1.124,-2.248
T_HMGTO-1,25,DF,-0.533,-1.066
T_HMGTO-2,25,DF,-0.5710000000000001,-1.1420000000000001
T_HOWAO-1,25,DF,-2.436,-4.872
T_HOWAO-2,25,DF,-2.483,-4.966
T_HOWAO-3,25,DF,-2.433,-4.866
T_HOWBO-1,25,DF,-0.922,-1.844
T_HOWBO-2,25,DF,-2.274,-4.548
T_HOWBO-3,25,DF,-0.911,-1.822
T_HRTL-2,25,DF,-1.6480000000000001,-3.2960000000000003
T_HUMRD-1,25,DF,-24.79,-49.58
T_INDQ-1,25,DF,-1.06,-2.12
T_KEAD-1,25,DF,-0.865,-1.73
T_KEADGT-3,25,DF,-0.085,-0.17
T_KILLPG-1,25,DF,-0.378,-0.756
T_KILLPG-2,25,DF,-0.271,-0.542
T_KTHLW-1,25,DF,-0.011,-0.022
T_LAGA-1,25,DF,-0.6,-1.2
T_MOWEO-1,25,DF,-0.002,-0.004
T_MRWD-1,25,DF,-0.5,-1.0
T_PNYCB-1,25,DF,-0.01,-0.02
T_RCBKO-1,25,DF,-1.015,-2.03
T_RCBKO-2,25,DF,-1.053,-2.106
T_ROCK-1,25,DF,-1.5,-3.0
T_RREW-1,25,DF,-0.007,-0.014
T_RRWW-1,25,DF,-0.195,-0.39
T_SCCL-4,25,DF,-24.7,-49.4
T_SEEL-1,25,DF,-0.17,-0.34
T_SGRWO-3,25,DF,-0.578,-1.156
T_SGRWO-4,25,DF,-0.486,-0.972
T_SGRWO-5,25,DF,-0.887,-1.774
T_SGRWO-6,25,DF,-1.404,-2.808
T_SHBA-2,25,DF,-0.241,-0.482
T_SHRSW-1,25,DF,-0.385,-0.77
T_SHRSW-2,25,DF,-0.364,-0.728
T_SUTB-1,25,DF,-0.5,-1.0
T_SVRP-10,25,DF,-0.3,-0.6
T_SVRP-20,25,DF,-0.2,-0.4
T_TKNWW-1,25,DF,-0.002,-0.004
T_TORN-D,25,DF,-25.372,-50.744
T_TSREP-1,25,DF,-1.612,-3.224
T_BPGRD-1,26,DF,-28.982,-57.964
T_CASKD-1,26,DF,-0.8200000000000001,-1.6400000000000001
T_CNQPS-1,26,DF,-1.008,-2.016
T_CNQPS-3,26,DF,-2.457,-4.914
T_CNQPS-4,26,DF,-1.701,-3.402
T_COSO-1,26,DF,-1.054,-2.108
T_CRGHD-1,26,DF,-0.003,-0.006
T_DDGNO-1,26,DF,-0.657,-1.314
T_DDGNO-2,26,DF,-0.555,-1.11
T_DDGNO-3,26,DF,-0.559,-1.118
T_DDGNO-4,26,DF,-0.641,-1.282
T_DIDCB6,26,DF,-0.75,-1.5
T_DINO-3,26,DF,-0.55,-1.1
T_DINO-5,26,DF,-0.65,-1.3
T_EAAO-1,26,DF,-1.702,-3.404
T_EAAO-2,26,DF,-1.6880000000000002,-3.3760000000000003
T_FASN-1,26,DF,-0.003,-0.006
T_FASN-2,26,DF,-0.001,-0.002
T_FERGD-1,26,DF,-0.508,-1.016
T_FERGD-2,26,DF,-1.002,-2.004
T_FFES-1,26,DF,-0.617,-1.234
T_FFES-3,26,DF,-0.02,-0.04
T_FFES-4,26,DF,-0.79,-1.58
T_FOYE-2,26,DF,-77.85,-155.7
T_FOYED-1,26,DF,-0.328,-0.656
T_GLNDO-1,26,DF,-0.021,-0.042
T_GRAI-7,26,DF,-0.25,-0.5
T_GYMRD-16,26,DF,-0.001,-0.002
T_GYMRD-E11,26,DF,-0.002,-0.004
T_GYMRD-W11,26,DF,-0.005,-0.01
T_HEYM2-D,26,DF,-14.012,-28.024
T_HEYM28,26,DF,-1.1360000000000001,-2.2720000000000002
T_HMGTO-1,26,DF,-0.557,-1.114
T_HMGTO-2,26,DF,-0.562,-1.124
T_HOWAO-1,26,DF,-2.453,-4.906
T_HOWAO-2,26,DF,-2.496,-4.992
T_HOWAO-3,26,DF,-2.278,-4.556
T_HOWBO-2,26,DF,-1.9100000000000001,-3.8200000000000003
T_HRTL-2,26,DF,-1.6400000000000001,-3.2800000000000002
T_HUMRD-1,26,DF,-25.19,-50.38
T_INDQ-1,26,DF,-1.07,-2.14
T_KEAD-1,26,DF,-0.92,-1.84
T_KEADGT-3,26,DF,-0.08,-0.16
T_KILLPG-1,26,DF,-0.382,-0.764
T_KILLPG-2,26,DF,-0.271,-0.542
T_LAGA-1,26,DF,-0.5,-1.0
T_LBAR-1G,26,DF,-0.01,-0.02
T_MOWEO-1,26,DF,-0.002,-0.004
T_MRWD-1,26,DF,-0.5,-1.0
T_PNYCB-1,26,DF,-0.01,-0.02
T_RCBKO-2,26,DF,-1.103,-2.206
T_ROCK-1,26,DF,-1.5,-3.0
T_SCCL-4,26,DF,-24.93,-49.86
T_SEEL-1,26,DF,-0.187,-0.374
T_SGRWO-3,26,DF,-0.579,-1.158
T_SGRWO-4,26,DF,-0.486,-0.972
T_SGRWO-5,26,DF,-0.886,-1.772
T_SGRWO-6,26,DF,-1.397,-2.794
T_SHBA-2,26,DF,-0.245,-0.49
