bmUnit,settlementPeriod,settlementRunType,quantity,average_MW
T_RCBKO-2,6,DF,-1.096,-2.192
T_ROCK-1,6,DF,-1.6,-3.2
T_RRWW-1,6,DF,-0.042,-0.084
T_SCCL-4,6,DF,-24.17,-48.34
T_SEEL-1,6,DF,-0.182,-0.364
T_SGRWO-3,6,DF,-0.582,-1.164
T_SGRWO-4,6,DF,-0.487,-0.974
T_SGRWO-5,6,DF,-0.922,-1.844
T_SGRWO-6,6,DF,-1.525,-3.05
T_SHBA-2,6,DF,-0.247,-0.494
T_SHRSW-1,6,DF,-0.386,-0.772
T_SHRSW-2,6,DF,-0.368,-0.736
T_STLGW-1,6,DF,-0.148,-0.296
T_STLGW-3,6,DF,-0.27,-0.54
T_SUTB-1,6,DF,-0.4,-0.8
T_SVRP-10,6,DF,-0.3,-0.6
T_SVRP-20,6,DF,-0.2,-0.4
T_TKNEW-1,6,DF,-2.653,-5.306
T_TKNWW-1,6,DF,-0.002,-0.004
T_TORN-D,6,DF,-24.38,-48.76
T_TSREP-1,6,DF,-1.138,-2.276
T_WBURB-3,6,DF,-2.123,-4.246
T_WHILW-1,6,DF,-0.8200000000000001,-1.6400000000000001
T_WHILW-2,6,DF,-0.339,-0.678
T_WTMSO-1,6,DF,-1.557,-3.114
T_BLLA-1,7,DF,-0.178,-0.356
T_BLLA-2,7,DF,-0.082,-0.164
T_BPGRD-1,7,DF,-27.917,-55.834
T_CASKD-1,7,DF,-0.06,-0.12
T_CNQPS-1,7,DF,-1.008,-2.016
T_CNQPS-3,7,DF,-2.457,-4.914
T_CNQPS-4,7,DF,-1.764,-3.528
T_COSO-1,7,DF,-0.992,-1.984
T_CRGHD-1,7,DF,-0.003,-0.006
T_DAMC-1,7,DF,-1.96,-3.92
T_DDGNO-1,7,DF,-0.655,-1.31
T_DDGNO-2,7,DF,-0.5640000000000001,-1.1280000000000001
T_DDGNO-3,7,DF,-0.555,-1.11
T_DDGNO-4,7,DF,-0.632,-1.264
T_DIDCB6,7,DF,-0.7000000000000001,-1.4000000000000001
T_DINO-3,7,DF,-0.65,-1.3
T_DINO-5,7,DF,-0.65,-1.3
T_EWHLW-1,7,DF,-0.092,-0.184
T_FASN-1,7,DF,-0.003,-0.006
T_FASN-2,7,DF,-0.001,-0.002
T_FERGD-2,7,DF,-0.509,-1.018
T_FFES-1,7,DF,-36.258,-72.516
T_FFES-2,7,DF,-36.237,-72.474
T_FFES-3,7,DF,-0.02,-0.04
T_FFES-4,7,DF,-36.59,-73.18
T_FOYE-1,7,DF,-0.9500000000000001,-1.9000000000000001
T_FOYE-2,7,DF,-77.15,-154.3
T_FOYED-1,7,DF,-0.442,-0.884
T_GLNDO-1,7,DF,-0.021,-0.042
T_GNAPW-1,7,DF,-0.058,-0.116
T_GNFSW-1,7,DF,-0.38,-0.76
T_GNFSW-2,7,DF,-0.215,-0.43
T_GRAI-7,7,DF,-0.25,-0.5
T_GYMRD-16,7,DF,-0.001,-0.002
T_GYMRD-E11,7,DF,-0.002,-0.004
T_GYMRD-W11,7,DF,-0.005,-0.01
T_HADHW-1,7,DF,-0.229,-0.458
T_HEYM2-D,7,DF,-13.796,-27.592
T_HEYM28,7,DF,-1.1400000000000001,-2.2800000000000002
T_HMGTO-2,7,DF,-0.53,-1.06
T_HOWAO-1,7,DF,-2.473,-4.946
T_HOWAO-2,7,DF,-2.52,-5.04
T_HOWAO-3,7,DF,-2.04,-4.08
T_HOWBO-1,7,DF,-1.627,-3.254
T_HOWBO-2,7,DF,-1.008,-2.016
T_HOWBO-3,7,DF,-0.046,-0.092
T_HRSTW-1,7,DF,-0.316,-0.632
T_HRTL-2,7,DF,-1.6400000000000001,-3.2800000000000002
T_HUMRD-1,7,DF,-24.45,-48.9
T_INDQ-1,7,DF,-1.16,-2.32
T_KEAD-1,7,DF,-0.92,-1.84
T_KEADGT-3,7,DF,-0.08,-0.16
T_KILLPG-1,7,DF,-0.376,-0.752
T_KILLPG-2,7,DF,-0.27,-0.54
T_LAGA-1,7,DF,-0.5,-1.0
T_LARKS-1,7,DF,-0.05,-0.1
T_LBAR-1G,7,DF,-0.01,-0.02
T_MIDMW-1,7,DF,-0.10200000000000001,-0.20400000000000001
T_MKHLW-1,7,DF,-0.14100000000000001,-0.28200000000000003
T_MOWEO-1,7,DF,-0.002,-0.004
T_MRWD-1,7,DF,-0.3,-0.6
T_PNYCB-1,7,DF,-0.01,-0.02
T_RCBKO-1,7,DF,-1.123,-2.246
T_RCBKO-2,7,DF,-1.097,-2.194
T_ROCK-1,7,DF,-1.5,-3.0
T_SCCL-4,7,DF,-24.37,-48.74
T_SEEL-1,7,DF,-0.18,-0.36
T_SGRWO-3,7,DF,-0.581,-1.162
T_SGRWO-4,7,DF,-0.486,-0.972
T_SGRWO-5,7,DF,-0.91,-1.82
T_SGRWO-6,7,DF,-1.483,-2.966
T_SHBA-2,7,DF,-0.246,-0.492
T_SHRSW-1,7,DF,-0.384,-0.768
T_SHRSW-2,7,DF,-0.364,-0.728
T_STLGW-3,7,DF,-0.036000000000000004,-0.07200000000000001
T_SUTB-1,7,DF,-0.4,-0.8
T_SVRP-10,7,DF,-0.25,-0.5
T_SVRP-20,7,DF,-0.2,-0.4
T_TKNEW-1,7,DF,-1.542,-3.084
T_TKNWW-1,7,DF,-0.002,-0.004
T_TORN-D,7,DF,-24.416,-48.832
T_TSREP-1,7,DF,-1.106,-2.212
T_WBURB-3,7,DF,-1.913,-3.826
T_WHILW-2,7,DF,-0.327,-0.654
T_WTMSO-1,7,DF,-1.526,-3.052
T_BLLA-1,8,DF,-0.082,-0.164
T_BPGRD-1,8,DF,-27.608,-55.216
T_CNQPS-1,8,DF,-0.9450000000000001,-1.8900000000000001
T_CNQPS-3,8,DF,-2.457,-4.914
T_CNQPS-4,8,DF,-1.764,-3.528
T_COSO-1,8,DF,-0.973,-1.946
T_CRGHD-1,8,DF,-0.003,-0.006
T_DAMC-1,8,DF,-1.96,-3.92
T_DDGNO-1,8,DF,-0.653,-1.306
T_DDGNO-2,8,DF,-0.5650000000000001,-1.1300000000000001
T_DDGNO-3,8,DF,-0.559,-1.118
T_DDGNO-4,8,DF,-0.641,-1.282
T_DIDCB6,8,DF,-0.7000000000000001,-1.4000000000000001
T_DINO-3,8,DF,-0.65,-1.3
T_DINO-5,8,DF,-0.7000000000000001,-1.4000000000000001
T_EWHLW-1,8,DF,-0.093,-0.186
T_FASN-1,8,DF,-0.003,-0.006
T_FASN-2,8,DF,-0.001,-0.002
T_FERGD-1,8,DF,-0.001,-0.002
T_FERGD-2,8,DF,-0.507,-1.014
T_FFES-1,8,DF,-36.188,-72.376
T_FFES-2,8,DF,-36.186,-72.372
T_FFES-3,8,DF,-0.01,-0.02
T_FFES-4,8,DF,-36.52,-73.04
T_FOYE-1,8,DF,-0.9500000000000001,-1.9000000000000001
T_FOYE-2,8,DF,-77.15,-154.3
T_FOYED-1,8,DF,-0.439,-0.878
T_FSDLW-1,8,DF,-0.006,-0.012
T_GLNDO-1,8,DF,-0.021,-0.042
T_GNAPW-1,8,DF,-0.057,-0.114
T_GNFSW-1,8,DF,-0.049,-0.098
T_GNFSW-2,8,DF,-0.096,-0.192
T_GRAI-7,8,DF,-0.3,-0.6
T_GYMRD-16,8,DF,-0.001,-0.002
T_GYMRD-E11,8,DF,-0.002,-0.004
T_GYMRD-W11,8,DF,-0.005,-0.01
T_HADHW-1,8,DF,-0.23500000000000001,-0.47000000000000003
T_HEYM2-D,8,DF,-13.772,-27.544
T_HEYM28,8,DF,-1.124,-2.248
T_HMGTO-2,8,DF,-0.578,-1.156
T_HOWAO-1,8,DF,-2.465,-4.93
T_HOWAO-2,8,DF,-2.521,-5.042
T_HOWAO-3,8,DF,-1.924,-3.848
T_HOWBO-1,8,DF,-1.921,-3.842
T_HOWBO-2,8,DF,-0.981,-1.962
T_HOWBO-3,8,DF,-0.2,-0.4
T_HRSTW-1,8,DF,-0.316,-0.632
T_HRTL-2,8,DF,-1.6400000000000001,-3.2800000000000002
T_HUMRD-1,8,DF,-25.48,-50.96
T_INDQ-1,8,DF,-1.155,-2.31
T_KEAD-1,8,DF,-0.92,-1.84
T_KEADGT-3,8,DF,-0.08,-0.16
T_KILLPG-1,8,DF,-0.377,-0.754
T_KILLPG-2,8,DF,-0.27,-0.54
T_LAGA-1,8,DF,-0.5,-1.0
T_LARKS-1,8,DF,-0.05,-0.1
T_LBAR-1G,8,DF,-0.01,-0.02
T_MIDMW-1,8,DF,-0.085,-0.17
T_MKHLW-1,8,DF,-0.092,-0.184
T_MOWEO-1,8,DF,-0.002,-0.004
T_MRWD-1,8,DF,-0.4,-0.8
T_PNYCB-1,8,DF,-0.01,-0.02
T_RCBKO-1,8,DF,-0.18,-0.36
T_RCBKO-2,8,DF,-1.103,-2.206
T_ROCK-1,8,DF,-1.6,-3.2
T_RREW-1,8,DF,-0.232,-0.464
T_RRWW-1,8,DF,-0.252,-0.504
T_SCCL-4,8,DF,-24.57,-49.14
T_SEEL-1,8,DF,-0.17200000000000001,-0.34400000000000003
T_SGRWO-3,8,DF,-0.581,-1.162
T_SGRWO-4,8,DF,-0.486,-0.972
T_SGRWO-5,8,DF,-0.893,-1.786
T_SGRWO-6,8,DF,-1.488,-2.976
T_SHBA-2,8,DF,-0.245,-0.49
T_SHRSW-1,8,DF,-0.385,-0.77
T_SHRSW-2,8,DF,-0.365,-0.73
T_STLGW-3,8,DF,-0.115,-0.23
T_SUTB-1,8,DF,-0.5,-1.0
T_SVRP-10,8,DF,-0.3,-0.6
T_SVRP-20,8,DF,-0.2,-0.4
T_TKNEW-1,8,DF,-2.569,-5.138
T_TKNWW-1,8,DF,-0.002,-0.004
T_TORN-D,8,DF,-24.42,-48.84
T_TSREP-1,8,DF,-1.069,-2.138
T_WBURB-3,8,DF,-1.4849999999999999,-2.9699999999999998
T_WHILW-2,8,DF,-0.268,-0.536
T_WTMSO-1,8,DF,-1.537,-3.074
T_BLLA-1,9,DF,-0.20400000000000001,-0.40800000000000003
T_BLLA-2,9,DF,-0.093,-0.186
T_BPGRD-1,9,DF,-27.477,-54.954
T_CNQPS-1,9,DF,-1.008,-2.016
T_CNQPS-3,9,DF,-2.457,-4.914
T_CNQPS-4,9,DF,-1.764,-3.528
T_COSO-1,9,DF,-0.9550000000000001,-1.9100000000000001
T_CRGHD-1,9,DF,-0.002,-0.004
T_DAMC-1,9,DF,-1.9500000000000002,-3.9000000000000004
T_DDGNO-1,9,DF,-0.648,-1.296
T_DDGNO-2,9,DF,-0.5660000000000001,-1.1320000000000001
T_DDGNO-3,9,DF,-0.5630000000000001,-1.1260000000000001
T_DDGNO-4,9,DF,-0.64,-1.28
T_DIDCB6,9,DF,-0.7000000000000001,-1.4000000000000001
T_DINO-3,9,DF,-0.65,-1.3
T_DINO-5,9,DF,-0.7000000000000001,-1.4000000000000001
T_DOUGW-1,9,DF,-0.101,-0.202
T_EAAO-1,9,DF,-0.671,-1.342
T_EAAO-2,9,DF,-1.0,-2.0
T_EWHLW-1,9,DF,-0.092,-0.184
T_FASN-1,9,DF,-0.003,-0.006
T_FASN-2,9,DF,-0.001,-0.002
T_FERGD-1,9,DF,-0.001,-0.002
T_FERGD-2,9,DF,-0.514,-1.028
T_FFES-1,9,DF,-36.068,-72.136
T_FFES-2,9,DF,-36.057,-72.114
T_FFES-3,9,DF,-0.02,-0.04
T_FFES-4,9,DF,-36.4,-72.8
T_FOYE-1,9,DF,-0.9500000000000001,-1.9000000000000001
T_FOYE-2,9,DF,-76.95,-153.9
T_FOYED-1,9,DF,-0.439,-0.878
T_FSDLW-1,9,DF,-0.027,-0.054
T_GLNDO-1,9,DF,-0.021,-0.042
T_GNAPW-1,9,DF,-0.057,-0.114
T_GRAI-7,9,DF,-0.3,-0.6
T_GYMRD-16,9,DF,-0.001,-0.002
T_GYMRD-E11,9,DF,-0.002,-0.004
T_GYMRD-W11,9,DF,-0.005,-0.01
T_HADHW-1,9,DF,-0.231,-0.462
T_HEYM2-D,9,DF,-13.708,-27.416
T_HEYM28,9,DF,-1.12,-2.24
T_HMGTO-2,9,DF,-0.529,-1.058
T_HOWAO-1,9,DF,-2.47,-4.94
T_HOWAO-2,9,DF,-2.528,-5.056
T_HOWAO-3,9,DF,-2.021,-4.042
T_HOWBO-1,9,DF,-2.132,-4.264
T_HOWBO-2,9,DF,-2.018,-4.036
T_HOWBO-3,9,DF,-0.738,-1.476
T_HRSTW-1,9,DF,-0.314,-0.628
T_HRTL-2,9,DF,-1.6360000000000001,-3.2720000000000002
T_HUMRD-1,9,DF,-25.5,-51.0
T_INDQ-1,9,DF,-1.155,-2.31
T_KEAD-1,9,DF,-0.92,-1.84
T_KEADGT-3,9,DF,-0.08,-0.16
T_KILLPG-1,9,DF,-0.377,-0.754
T_KILLPG-2,9,DF,-0.272,-0.544
T_LAGA-1,9,DF,-0.5,-1.0
T_LARKS-1,9,DF,-0.045,-0.09
T_LBAR-1G,9,DF,-0.01,-0.02
T_MIDMW-1,9,DF,-0.054,-0.108
T_MKHLW-1,9,DF,-0.063,-0.126
T_MOWEO-1,9,DF,-0.002,-0.004
T_MRWD-1,9,DF,-0.3,-0.6
T_PNYCB-1,9,DF,-0.015,-0.03
T_RCBKO-2,9,DF,-0.622,-1.244
T_ROCK-1,9,DF,-1.5,-3.0
T_RREW-1,9,DF,-0.23700000000000002,-0.47400000000000003
T_RRWW-1,9,DF,-0.246,-0.492
T_SCCL-4,9,DF,-24.61,-49.22
T_SEEL-1,9,DF,-0.171,-0.342
T_SGRWO-3,9,DF,-0.585,-1.17
T_SGRWO-4,9,DF,-0.49,-0.98
T_SGRWO-5,9,DF,-0.896,-1.792
T_SGRWO-6,9,DF,-1.4929999999999999,-2.9859999999999998
T_SHBA-2,9,DF,-0.247,-0.494
T_SHRSW-1,9,DF,-0.361,-0.722
T_SHRSW-2,9,DF,-0.325,-0.65
T_STLGW-3,9,DF,-0.18,-0.36
T_SUTB-1,9,DF,-0.4,-0.8
T_SVRP-10,9,DF,-0.25,-0.5
T_SVRP-20,9,DF,-0.2,-0.4
T_TKNEW-1,9,DF,-2.765,-5.53
T_TKNWW-1,9,DF,-0.002,-0.004
T_TORN-D,9,DF,-24.44,-48.88
T_TSREP-1,9,DF,-1.118,-2.236
T_WBURB-3,9,DF,-1.178,-2.356
T_WTMSO-1,9,DF,-1.546,-3.092
T_BLLA-1,10,DF,-0.257,-0.514
T_BLLA-2,10,DF,-0.1,-0.2
T_BPGRD-1,10,DF,-26.6,-53.2
T_CNQPS-1,10,DF,-0.9450000000000001,-1.8900000000000001
T_CNQPS-3,10,DF,-2.394,-4.788
T_CNQPS-4,10,DF,-1.764,-3.528
T_COSO-1,10,DF,-0.964,-1.928
T_CRGHD-1,10,DF,-0.003,-0.006
T_DALQW-1,10,DF,-0.066,-0.132
T_DAMC-1,10,DF,-1.9500000000000002,-3.9000000000000004
T_DDGNO-1,10,DF,-0.645,-1.29
T_DDGNO-2,10,DF,-0.5650000000000001,-1.1300000000000001
T_DDGNO-3,10,DF,-0.5660000000000001,-1.1320000000000001
T_DDGNO-4,10,DF,-0.649,-1.298
T_DIDCB6,10,DF,-0.7000000000000001,-1.4000000000000001
T_DINO-3,10,DF,-0.65,-1.3
T_DINO-5,10,DF,-0.7000000000000001,-1.4000000000000001
T_DOUGW-1,10,DF,-0.188,-0.376
T_EAAO-1,10,DF,-0.8160000000000001,-1.6320000000000001
T_EAAO-2,10,DF,-1.275,-2.55
T_EWHLW-1,10,DF,-0.092,-0.184
T_FASN-1,10,DF,-0.003,-0.006
T_FASN-2,10,DF,-0.001,-0.002
T_FERGD-1,10,DF,-0.001,-0.002
T_FERGD-2,10,DF,-0.71,-1.42
T_FFES-1,10,DF,-35.988,-71.976
T_FFES-2,10,DF,-35.977,-71.954
T_FFES-3,10,DF,-0.01,-0.02
T_FFES-4,10,DF,-36.32,-72.64
T_FOYE-1,10,DF,-0.9500000000000001,-1.9000000000000001
T_FOYE-2,10,DF,-76.95,-153.9
T_FOYED-1,10,DF,-0.44,-0.88
T_GLNDO-1,10,DF,-0.021,-0.042
T_GNAPW-1,10,DF,-0.055,-0.11
T_GRAI-7,10,DF,-0.25,-0.5
T_GRGBW-1,10,DF,-0.844,-1.688
T_GRGBW-3,10,DF,-0.8150000000000001,-1.6300000000000001
T_GYMRD-16,10,DF,-0.001,-0.002
T_GYMRD-E11,10,DF,-0.002,-0.004
T_GYMRD-W11,10,DF,-0.006,-0.012
T_HADHW-1,10,DF,-0.213,-0.426
T_HEYM2-D,10,DF,-13.696,-27.392
T_HEYM28,10,DF,-1.1280000000000001,-2.2560000000000002
T_HMGTO-2,10,DF,-0.443,-0.886
T_HOWAO-1,10,DF,-2.469,-4.938
T_HOWAO-2,10,DF,-2.515,-5.03
T_HOWAO-3,10,DF,-2.076,-4.152
T_HOWBO-1,10,DF,-2.293,-4.586
T_HOWBO-2,10,DF,-2.147,-4.294
T_HOWBO-3,10,DF,-1.248,-2.496
T_HRSTW-1,10,DF,-0.311,-0.622
T_HRTL-2,10,DF,-1.6280000000000001,-3.2560000000000002
T_HUMRD-1,10,DF,-25.21,-50.42
T_INDQ-1,10,DF,-1.16,-2.32
T_KEAD-1,10,DF,-0.92,-1.84
T_KEADGT-3,10,DF,-0.08,-0.16
T_KILLPG-1,10,DF,-0.377,-0.754
T_KILLPG-2,10,DF,-0.271,-0.542
T_LAGA-1,10,DF,-0.5,-1.0
T_LARKS-1,10,DF,-0.05,-0.1
T_LBAR-1G,10,DF,-0.01,-0.02
T_MIDMW-1,10,DF,-0.08600000000000001,-0.17200000000000001
T_MOWEO-1,10,DF,-0.002,-0.004
T_MRWD-1,10,DF,-0.3,-0.6
T_PNYCB-1,10,DF,-0.01,-0.02
T_ROCK-1,10,DF,-1.5,-3.0
T_RREW-1,10,DF,-0.209,-0.418
T_RRWW-1,10,DF,-0.158,-0.316
T_SCCL-4,10,DF,-24.49,-48.98
T_SEEL-1,10,DF,-0.187,-0.374
T_SGRWO-3,10,DF,-0.577,-1.154
T_SGRWO-4,10,DF,-0.487,-0.974
T_SGRWO-5,10,DF,-0.891,-1.782
T_SGRWO-6,10,DF,-1.487,-2.974
T_SHBA-2,10,DF,-0.244,-0.488
T_STLGW-3,10,DF,-0.121,-0.242
T_SUTB-1,10,DF,-0.4,-0.8
T_SVRP-10,10,DF,-0.3,-0.6
T_SVRP-20,10,DF,-0.2,-0.4
T_TKNEW-1,10,DF,-2.026,-4.052
T_TKNWW-1,10,DF,-0.002,-0.004
T_TORN-D,10,DF,-24.452,-48.904
T_TSREP-1,10,DF,-1.114,-2.228
T_WBURB-3,10,DF,-1.5630000000000002,-3.1260000000000003
T_WHILW-2,10,DF,-0.111,-0.222
T_WTMSO-1,10,DF,-1.5310000000000001,-3.0620000000000003
T_BEINW-1,11,DF,-0.168,-0.336
T_BLLA-1,11,DF,-0.228,-0.456
T_BLLA-2,11,DF,-0.088,-0.176
T_BPGRD-1,11,DF,-26.206,-52.412
T_CASKD-1,11,DF,-0.16,-0.32
T_CNQPS-1,11,DF,-1.008,-2.016
T_CNQPS-3,11,DF,-2.457,-4.914
T_CNQPS-4,11,DF,-1.764,-3.528
T_COSO-1,11,DF,-0.928,-1.856
T_CRGHD-1,11,DF,-0.003,-0.006
T_DALQW-1,11,DF,-0.035,-0.07
T_DAMC-1,11,DF,-1.945,-3.89
T_DDGNO-1,11,DF,-0.647,-1.294
T_DDGNO-2,11,DF,-0.5660000000000001,-1.1320000000000001
T_DDGNO-3,11,DF,-0.5680000000000001,-1.1360000000000001
T_DDGNO-4,11,DF,-0.648,-1.296
T_DIDCB6,11,DF,-0.7000000000000001,-1.4000000000000001
T_DINO-3,11,DF,-0.65,-1.3
T_DINO-5,11,DF,-0.7000000000000001,-1.4000000000000001
T_DOUGW-1,11,DF,-0.229,-0.458
T_EAAO-1,11,DF,-1.4969999999999999,-2.9939999999999998
T_EAAO-2,11,DF,-1.475,-2.95
T_EWHLW-1,11,DF,-0.092,-0.184
T_FASN-1,11,DF,-0.003,-0.006
T_FASN-2,11,DF,-0.001,-0.002
T_FERGD-1,11,DF,-0.001,-0.002
T_FERGD-2,11,DF,-0.862,-1.724
T_FFES-1,11,DF,-35.938,-71.876
T_FFES-2,11,DF,-35.947,-71.894
T_FFES-3,11,DF,-0.02,-0.04
T_FFES-4,11,DF,-36.29,-72.58
T_FOYE-1,11,DF,-0.9500000000000001,-1.9000000000000001
T_FOYE-2,11,DF,-77.05,-154.1
T_FOYED-1,11,DF,-0.457,-0.914
T_GANW-11,11,DF,-0.317,-0.634
T_GANW-13,11,DF,-0.25,-0.5
T_GANW-22,11,DF,-0.26,-0.52
T_GANW-24,11,DF,-0.29,-0.58
T_GNAPW-1,11,DF,-0.054,-0.108
T_GRAI-7,11,DF,-0.25,-0.5
T_GRGBW-1,11,DF,-1.124,-2.248
T_GRGBW-2,11,DF,-0.584,-1.168
T_GRGBW-3,11,DF,-1.147,-2.294
T_GYMRD-16,11,DF,-0.001,-0.002
T_GYMRD-E11,11,DF,-0.002,-0.004
T_GYMRD-W11,11,DF,-0.006,-0.012
T_HADHW-1,11,DF,-0.23800000000000002,-0.47600000000000003
T_HEYM2-D,11,DF,-13.708,-27.416
T_HEYM28,11,DF,-1.112,-2.224
T_HMGTO-1,11,DF,-0.23700000000000002,-0.47400000000000003
T_HMGTO-2,11,DF,-0.47800000000000004,-0.9560000000000001
T_HOWAO-1,11,DF,-2.483,-4.966
T_HOWAO-2,11,DF,-2.531,-5.062
T_HOWAO-3,11,DF,-2.04,-4.08
T_HOWBO-1,11,DF,-2.447,-4.894
T_HOWBO-2,11,DF,-1.235,-2.47
T_HOWBO-3,11,DF,-0.28,-0.56
T_HRSTW-1,11,DF,-0.305,-0.61
T_HRTL-2,11,DF,-1.6320000000000001,-3.2640000000000002
T_HUMRD-1,11,DF,-25.31,-50.62
T_INDQ-1,11,DF,-1.165,-2.33
T_KEAD-1,11,DF,-0.87,-1.74
T_KEADGT-3,11,DF,-0.08,-0.16
T_KILLPG-1,11,DF,-0.374,-0.748
T_KILLPG-2,11,DF,-0.272,-0.544
T_KPMRW-1,11,DF,-0.193,-0.386
T_LAGA-1,11,DF,-0.5,-1.0
T_LARKS-1,11,DF,-0.05,-0.1
T_LBAR-1G,11,DF,-0.01,-0.02
T_MIDMW-1,11,DF,-0.084,-0.168
T_MOWEO-1,11,DF,-0.002,-0.004
T_MRWD-1,11,DF,-0.4,-0.8
T_PNYCB-1,11,DF,-0.01,-0.02
T_ROCK-1,11,DF,-1.6,-3.2
T_RREW-1,11,DF,-0.203,-0.406
T_RRWW-1,11,DF,-0.123,-0.246
T_SCCL-4,11,DF,-24.41,-48.82
T_SEEL-1,11,DF,-0.17200000000000001,-0.34400000000000003
T_SGRWO-3,11,DF,-0.578,-1.156
T_SGRWO-4,11,DF,-0.485,-0.97
T_SGRWO-5,11,DF,-0.898,-1.796
T_SGRWO-6,11,DF,-1.446,-2.892
T_SHBA-2,11,DF,-0.24,-0.48
T_SUTB-1,11,DF,-0.4,-0.8
T_SVRP-10,11,DF,-0.25,-0.5
T_SVRP-20,11,DF,-0.2,-0.4
T_TKNWW-1,11,DF,-0.002,-0.004
T_TORN-D,11,DF,-24.916,-49.832
T_TSREP-1,11,DF,-1.125,-2.25
T_WBURB-3,11,DF,-3.107,-6.214
T_WBURB-43,11,DF,-0.043000000000000003,-0.08600000000000001
T_WHILW-2,11,DF,-0.308,-0.616
T_WTMSO-1,11,DF,-1.522,-3.044
T_BLLA-1,12,DF,-0.223,-0.446
T_BLLA-2,12,DF,-0.084,-0.168
T_BPGRD-1,12,DF,-26.189,-52.378
T_CASKD-1,12,DF,-0.11,-0.22
T_CNQPS-1,12,DF,-0.9450000000000001,-1.8900000000000001
T_CNQPS-3,12,DF,-2.457,-4.914
T_CNQPS-4,12,DF,-1.701,-3.402
T_COSO-1,12,DF,-1.005,-2.01
T_CRGHD-1,12,DF,-0.003,-0.006
T_DALQW-1,12,DF,-0.027,-0.054
T_DAMC-1,12,DF,-1.945,-3.89
T_DDGNO-1,12,DF,-0.662,-1.324
T_DDGNO-2,12,DF,-0.5710000000000001,-1.1420000000000001
T_DDGNO-3,12,DF,-0.5710000000000001,-1.1420000000000001
T_DDGNO-4,12,DF,-0.634,-1.268
T_DIDCB6,12,DF,-0.65,-1.3
T_DINO-3,12,DF,-0.65,-1.3
T_DINO-5,12,DF,-0.7000000000000001,-1.4000000000000001
T_DOUGW-1,12,DF,-0.248,-0.496
T_EAAO-1,12,DF,-0.842,-1.684
T_EAAO-2,12,DF,-0.605,-1.21
T_EWHLW-1,12,DF,-0.184,-0.368
T_FASN-1,12,DF,-0.003,-0.006
T_FASN-2,12,DF,-0.001,-0.002
T_FERGD-1,12,DF,-0.001,-0.002
T_FERGD-2,12,DF,-0.72,-1.44
T_FFES-1,12,DF,-36.218,-72.436
T_FFES-2,12,DF,-36.217,-72.434
T_FFES-3,12,DF,-0.01,-0.02
T_FFES-4,12,DF,-36.56,-73.12
T_FOYE-1,12,DF,-0.9500000000000001,-1.9000000000000001
T_FOYE-2,12,DF,-67.25,-134.5
T_FOYED-1,12,DF,-0.426,-0.852
T_GANW-11,12,DF,-0.367,-0.734
T_GANW-13,12,DF,-0.4,-0.8
T_GANW-22,12,DF,-0.38,-0.76
T_GANW-24,12,DF,-0.4,-0.8
T_GRAI-7,12,DF,-0.3,-0.6
T_GRGBW-1,12,DF,-1.076,-2.152
T_GRGBW-2,12,DF,-1.024,-2.048
T_GRGBW-3,12,DF,-1.1,-2.2
T_GYMRD-16,12,DF,-0.001,-0.002
T_GYMRD-E11,12,DF,-0.002,-0.004
T_GYMRD-W11,12,DF,-0.006,-0.012
T_HADHW-1,12,DF,-0.227,-0.454
T_HEYM2-D,12,DF,-13.796,-27.592
T_HEYM28,12,DF,-1.108,-2.216
T_HMGTO-1,12,DF,-0.579,-1.158
T_HMGTO-2,12,DF,-0.466,-0.932
T_HOWAO-1,12,DF,-2.5060000000000002,-5.0120000000000005
T_HOWAO-2,12,DF,-2.545,-5.09
T_HOWAO-3,12,DF,-2.396,-4.792
T_HOWBO-1,12,DF,-2.3609999999999998,-4.7219999999999995
T_HRTL-2,12,DF,-1.6360000000000001,-3.2720000000000002
T_HUMRD-1,12,DF,-25.45,-50.9
T_INDQ-1,12,DF,-1.16,-2.32
T_KEAD-1,12,DF,-0.97,-1.94
T_KEADGT-3,12,DF,-0.08,-0.16
T_KILLPG-1,12,DF,-0.373,-0.746
T_KILLPG-2,12,DF,-0.272,-0.544
T_LAGA-1,12,DF,-0.5,-1.0
T_LBAR-1G,12,DF,-0.01,-0.02
T_LNCSW-1,12,DF,-0.515,-1.03
T_LNCSW-2,12,DF,-0.274,-0.548
T_MIDMW-1,12,DF,-0.095,-0.19
T_MOWEO-1,12,DF,-0.002,-0.004
T_MRWD-1,12,DF,-0.3,-0.6
T_PNYCB-1,12,DF,-0.015,-0.03
T_ROCK-1,12,DF,-1.5,-3.0
T_RREW-1,12,DF,-0.23700000000000002,-0.47400000000000003
T_RRWW-1,12,DF,-0.25,-0.5
T_SCCL-4,12,DF,-24.64,-49.28
T_SEEL-1,12,DF,-0.17200000000000001,-0.34400000000000003
T_SGRWO-3,12,DF,-0.5760000000000001,-1.1520000000000001
T_SGRWO-4,12,DF,-0.49,-0.98
T_SGRWO-5,12,DF,-0.904,-1.808
T_SGRWO-6,12,DF,-1.439,-2.878
T_SHBA-2,12,DF,-0.23800000000000002,-0.47600000000000003
T_STLGW-3,12,DF,-0.045,-0.09
T_SUTB-1,12,DF,-0.4,-0.8
T_SVRP-10,12,DF,-0.25,-0.5
T_SVRP-20,12,DF,-0.15,-0.3
