source_settlement_period,target_settlement_period,L1_cost_MW,pair_id,january_day,july_day,primary_ordinal_pair,universe
6,5,20665.75,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,pairwise_common
7,6,22062.986,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,pairwise_common
8,19,20281.86,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,pairwise_common
9,29,18543.952,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,pairwise_common
10,30,18073.31,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,pairwise_common
11,3,20017.046,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,pairwise_common
12,2,19959.656,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,pairwise_common
13,1,20886.16,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,pairwise_common
14,48,18615.502,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,pairwise_common
15,34,21334.826,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,pairwise_common
16,32,23545.966,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,pairwise_common
17,35,20531.972,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,pairwise_common
18,37,19983.452,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,pairwise_common
19,46,19904.544,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,pairwise_common
20,36,21100.926,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,pairwise_common
21,45,20202.874,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,pairwise_common
22,43,20392.244,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,pairwise_common
23,47,21727.756,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,pairwise_common
24,41,20684.502,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,pairwise_common
25,17,26973.258,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,pairwise_common
26,38,20455.468,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,pairwise_common
27,39,20740.432,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,pairwise_common
28,8,27088.086,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,pairwise_common
29,21,24864.442,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,pairwise_common
30,42,20064.614,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,pairwise_common
31,44,19704.332,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,pairwise_common
32,40,20376.096,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,pairwise_common
33,10,27790.776,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,pairwise_common
34,22,26035.124,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,pairwise_common
35,23,26065.662,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,pairwise_common
36,27,24895.686,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,pairwise_common
37,28,24873.072,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,pairwise_common
38,26,25240.928,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,pairwise_common
39,31,25113.96,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,pairwise_common
40,14,24938.744,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,pairwise_common
41,20,24245.326,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,pairwise_common
42,18,21776.332,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,pairwise_common
43,13,21483.226,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,pairwise_common
44,11,20825.034,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,pairwise_common
45,15,18511.648,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,pairwise_common
46,16,17041.382,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,pairwise_common
47,12,17676.32,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,pairwise_common
48,9,17768.318,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,pairwise_common
1,33,17561.48,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,fixed_common_eight_days
2,25,19396.378,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,fixed_common_eight_days
3,24,19356.31,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,fixed_common_eight_days
4,7,21605.776,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,fixed_common_eight_days
5,4,20488.012,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,fixed_common_eight_days
6,5,20665.65,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,fixed_common_eight_days
7,6,22062.876,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,fixed_common_eight_days
8,19,20281.77,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,fixed_common_eight_days
9,29,18529.982,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,fixed_common_eight_days
10,30,18042.42,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,fixed_common_eight_days
11,3,20016.936,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,fixed_common_eight_days
12,2,19959.556,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,fixed_common_eight_days
13,1,20886.06,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,fixed_common_eight_days
14,48,18615.402,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,fixed_common_eight_days
15,34,21294.556,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,fixed_common_eight_days
16,32,23505.976,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,fixed_common_eight_days
17,35,20510.562,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,fixed_common_eight_days
18,37,19960.612,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,fixed_common_eight_days
19,46,19904.454,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,fixed_common_eight_days
20,36,21082.176,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,fixed_common_eight_days
21,45,20202.734,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,fixed_common_eight_days
22,43,20392.204,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,fixed_common_eight_days
23,47,21727.656,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,fixed_common_eight_days
24,41,20682.462,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,fixed_common_eight_days
25,17,26968.118,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,fixed_common_eight_days
26,38,20438.988,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,fixed_common_eight_days
27,39,20730.632,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,fixed_common_eight_days
28,8,27087.976,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,fixed_common_eight_days
29,21,24820.852,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,fixed_common_eight_days
30,42,20063.834,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,fixed_common_eight_days
31,44,19704.162,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,fixed_common_eight_days
32,40,20371.246,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,fixed_common_eight_days
33,10,27790.666,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,fixed_common_eight_days
34,22,26000.014,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,fixed_common_eight_days
35,23,26027.542,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,fixed_common_eight_days
36,27,24889.776,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,fixed_common_eight_days
37,28,24856.312,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,fixed_common_eight_days
38,26,25222.148,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,fixed_common_eight_days
39,31,25070.44,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,fixed_common_eight_days
40,14,24936.084,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,fixed_common_eight_days
41,20,24229.206,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,fixed_common_eight_days
42,18,21776.212,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,fixed_common_eight_days
43,13,21482.276,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,fixed_common_eight_days
44,11,20824.924,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,fixed_common_eight_days
45,15,18506.998,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,fixed_common_eight_days
46,16,17029.962,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,fixed_common_eight_days
47,12,17676.17,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,fixed_common_eight_days
48,9,17768.218,2023-01-25__2023-07-05,2023-01-25,2023-07-05,False,fixed_common_eight_days
1,4,17340.694,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,pairwise_common
2,7,18893.738,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,pairwise_common
3,9,19382.586,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,pairwise_common
4,17,16578.998,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,pairwise_common
5,18,16536.224,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,pairwise_common
6,5,17901.898,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,pairwise_common
7,48,16943.43,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,pairwise_common
8,1,18580.752,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,pairwise_common
9,2,18444.266,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,pairwise_common
10,3,18575.396,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,pairwise_common
11,6,18094.052,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,pairwise_common
12,47,17191.958,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,pairwise_common
13,34,19460.158,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,pairwise_common
14,39,18657.904,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,pairwise_common
15,44,18065.746,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,pairwise_common
16,43,18804.98,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,pairwise_common
17,41,19407.036,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,pairwise_common
18,19,20660.596,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,pairwise_common
19,11,22813.594,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,pairwise_common
20,13,20920.964,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,pairwise_common
21,16,19740.836,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,pairwise_common
22,23,21810.852,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,pairwise_common
23,22,21743.198,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,pairwise_common
24,42,20282.686,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,pairwise_common
25,45,20811.966,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,pairwise_common
26,40,20470.914,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,pairwise_common
27,35,21773.298,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,pairwise_common
28,36,20806.564,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,pairwise_common
29,37,19883.468,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,pairwise_common
30,38,21388.752,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,pairwise_common
31,12,22272,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,pairwise_common
32,14,21544.752,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,pairwise_common
33,15,20930.05,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,pairwise_common
34,20,22139.608,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,pairwise_common
35,21,22355.004,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,pairwise_common
36,32,23442.31,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,pairwise_common
37,26,22418.696,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,pairwise_common
38,25,23146.568,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,pairwise_common
39,27,22426.604,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,pairwise_common
40,24,21565.922,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,pairwise_common
41,46,19541.376,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,pairwise_common
42,33,19736.42,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,pairwise_common
43,28,18699.166,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,pairwise_common
44,31,18652.118,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,pairwise_common
45,29,18057.932,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,pairwise_common
46,10,18308.318,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,pairwise_common
47,30,17437.73,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,pairwise_common
48,8,17725.712,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,pairwise_common
1,4,17340.594,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,fixed_common_eight_days
2,7,18893.638,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,fixed_common_eight_days
3,9,19382.486,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,fixed_common_eight_days
4,17,16561.498,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,fixed_common_eight_days
5,18,16514.884,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,fixed_common_eight_days
6,5,17901.798,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,fixed_common_eight_days
7,48,16943.34,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,fixed_common_eight_days
8,1,18580.652,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,fixed_common_eight_days
9,2,18444.166,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,fixed_common_eight_days
10,3,18575.296,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,fixed_common_eight_days
11,6,18093.942,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,fixed_common_eight_days
12,47,17191.858,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,fixed_common_eight_days
13,34,19419.258,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,fixed_common_eight_days
14,39,18648.204,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,fixed_common_eight_days
15,44,18065.576,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,fixed_common_eight_days
16,43,18804.91,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,fixed_common_eight_days
17,41,19405.166,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,fixed_common_eight_days
18,19,20647.816,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,fixed_common_eight_days
19,11,22813.544,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,fixed_common_eight_days
20,13,20918.234,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,fixed_common_eight_days
21,16,19729.916,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,fixed_common_eight_days
22,23,21793.122,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,fixed_common_eight_days
23,22,21730.268,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,fixed_common_eight_days
24,42,20281.826,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,fixed_common_eight_days
25,45,20811.836,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,fixed_common_eight_days
26,40,20465.924,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,fixed_common_eight_days
27,35,21738.578,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,fixed_common_eight_days
28,36,20779.374,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,fixed_common_eight_days
29,37,19862.318,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,fixed_common_eight_days
30,38,21373.072,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,fixed_common_eight_days
31,12,22271.15,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,fixed_common_eight_days
32,14,21539.912,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,fixed_common_eight_days
33,15,20921.87,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,fixed_common_eight_days
34,20,22124.438,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,fixed_common_eight_days
35,21,22340.214,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,fixed_common_eight_days
36,32,23398.57,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,fixed_common_eight_days
37,26,22376.456,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,fixed_common_eight_days
38,25,23103.108,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,fixed_common_eight_days
39,27,22384.244,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,fixed_common_eight_days
40,24,21542.672,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,fixed_common_eight_days
41,46,19541.286,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,fixed_common_eight_days
42,33,19690.17,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,fixed_common_eight_days
43,28,18650.066,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,fixed_common_eight_days
44,31,18603.848,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,fixed_common_eight_days
45,29,18008.072,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,fixed_common_eight_days
46,10,18308.228,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,fixed_common_eight_days
47,30,17387.87,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,fixed_common_eight_days
48,8,17725.612,2023-01-25__2023-07-12,2023-01-25,2023-07-12,False,fixed_common_eight_days
1,18,15220.4,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,pairwise_common
2,15,15679.75,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,pairwise_common
3,12,15837.632,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,pairwise_common
4,5,16245.374,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,pairwise_common
5,4,16334.322,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,pairwise_common
6,6,16226.474,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,pairwise_common
7,10,16224.226,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,pairwise_common
8,9,16414.89,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,pairwise_common
9,8,16185.54,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,pairwise_common
10,7,16528.242,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,pairwise_common
11,11,15476.952,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,pairwise_common
12,13,15294.17,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,pairwise_common
13,43,15038.716,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,pairwise_common
14,38,14739.756,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,pairwise_common
15,25,16542.202,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,pairwise_common
16,16,17193.572,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,pairwise_common
17,33,17414.004,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,pairwise_common
18,37,17177.882,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,pairwise_common
19,36,18022.088,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,pairwise_common
20,34,18293.684,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,pairwise_common
21,23,19008.802,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,pairwise_common
22,26,19682.21,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,pairwise_common
23,31,19427.236,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,pairwise_common
24,39,18399.124,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,pairwise_common
25,41,18151.998,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,pairwise_common
26,40,17956.658,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,pairwise_common
27,32,19293.238,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,pairwise_common
28,35,18515.342,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,pairwise_common
29,46,18603.602,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,pairwise_common
30,45,18463.178,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,pairwise_common
31,20,18862.834,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,pairwise_common
32,24,19254.132,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,pairwise_common
33,14,19991.09,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,pairwise_common
34,42,20111.214,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,pairwise_common
35,47,20281.918,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,pairwise_common
36,44,20854.962,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,pairwise_common
37,22,22938.488,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,pairwise_common
38,48,21096.288,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,pairwise_common
39,19,21669.514,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,pairwise_common
40,28,20869.98,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,pairwise_common
41,29,20575.584,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,pairwise_common
42,21,20345.666,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,pairwise_common
43,30,19753.444,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,pairwise_common
44,27,20166.234,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,pairwise_common
45,17,20300.642,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,pairwise_common
46,1,20507.188,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,pairwise_common
47,3,22467.912,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,pairwise_common
48,2,22506.584,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,pairwise_common
1,18,15201.11,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,fixed_common_eight_days
2,15,15672.42,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,fixed_common_eight_days
3,12,15837.172,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,fixed_common_eight_days
4,5,16245.274,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,fixed_common_eight_days
5,4,16334.232,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,fixed_common_eight_days
6,6,16226.374,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,fixed_common_eight_days
7,10,16224.126,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,fixed_common_eight_days
8,9,16414.8,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,fixed_common_eight_days
9,8,16185.44,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,fixed_common_eight_days
10,7,16528.142,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,fixed_common_eight_days
11,11,15476.852,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,fixed_common_eight_days
12,13,15293.25,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,fixed_common_eight_days
13,43,15038.576,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,fixed_common_eight_days
14,38,14731.146,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,fixed_common_eight_days
15,25,16515.932,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,fixed_common_eight_days
16,16,17177.762,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,fixed_common_eight_days
17,33,17382.584,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,fixed_common_eight_days
18,37,17165.022,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,fixed_common_eight_days
19,36,18004.508,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,fixed_common_eight_days
20,34,18274.274,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,fixed_common_eight_days
21,23,18969.262,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,fixed_common_eight_days
22,26,19656.12,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,fixed_common_eight_days
23,31,19402.366,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,fixed_common_eight_days
24,39,18389.364,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,fixed_common_eight_days
25,41,18149.998,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,fixed_common_eight_days
26,40,17952.018,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,fixed_common_eight_days
27,32,19269.738,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,fixed_common_eight_days
28,35,18501.902,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,fixed_common_eight_days
29,46,18603.502,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,fixed_common_eight_days
30,45,18463.078,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,fixed_common_eight_days
31,20,18844.054,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,fixed_common_eight_days
32,24,19222.122,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,fixed_common_eight_days
33,14,19987.39,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,fixed_common_eight_days
34,42,20110.554,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,fixed_common_eight_days
35,47,20281.828,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,fixed_common_eight_days
36,44,20854.792,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,fixed_common_eight_days
37,22,22911.028,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,fixed_common_eight_days
38,48,21096.188,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,fixed_common_eight_days
39,19,21654.154,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,fixed_common_eight_days
40,28,20829.51,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,fixed_common_eight_days
41,29,20541.914,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,fixed_common_eight_days
42,21,20309.696,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,fixed_common_eight_days
43,30,19710.504,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,fixed_common_eight_days
44,27,20132.484,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,fixed_common_eight_days
45,17,20278.332,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,fixed_common_eight_days
46,1,20507.098,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,fixed_common_eight_days
47,3,22467.812,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,fixed_common_eight_days
48,2,22506.484,2023-01-25__2023-07-19,2023-01-25,2023-07-19,False,fixed_common_eight_days
1,27,16746.906,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,pairwise_common
2,25,17394.29,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,pairwise_common
3,11,17159.74,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,pairwise_common
4,6,17282.38,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,pairwise_common
5,7,17433.902,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,pairwise_common
6,10,16836.384,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,pairwise_common
7,9,17246.438,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,pairwise_common
