row,family,hour_0based,uid,multiplier
12826,transition,102,113_CT_4,4.884981308350689e-14
12832,transition,103,113_CT_4,4.884981308350689e-14
12880,transition,111,113_CT_4,-4.884981308350689e-14
15228,thermal_upper,0,115_STEAM_3,-6.392662337879891
15230,thermal_upper,1,115_STEAM_3,-1.1639019114139515
15238,transition,2,115_STEAM_3,180.4047962691625
15243,thermal_lower,3,115_STEAM_3,-0.7274386946337197
15244,transition,3,115_STEAM_3,180.4047962691625
15249,thermal_lower,4,115_STEAM_3,-0.7274386946337197
15250,transition,4,115_STEAM_3,135.30359720187187
15255,thermal_lower,5,115_STEAM_3,-0.7274386946337197
15256,transition,5,115_STEAM_3,90.20239813458124
15261,thermal_lower,6,115_STEAM_3,-0.7274386946337197
15262,transition,6,115_STEAM_3,45.10119906729062
15272,thermal_upper,8,115_STEAM_3,-1.1639019114139515
15277,minimum_down,8,115_STEAM_3,-180.4047962691625
15368,thermal_upper,24,115_STEAM_3,-0.5819509557069757
15376,transition,25,115_STEAM_3,90.20239813458124
15381,thermal_lower,26,115_STEAM_3,-0.7274386946337197
15382,transition,26,115_STEAM_3,90.20239813458124
15388,transition,27,115_STEAM_3,45.10119906729062
15393,thermal_lower,28,115_STEAM_3,-0.7274386946337197
15394,transition,28,115_STEAM_3,45.10119906729062
15416,thermal_upper,32,115_STEAM_3,-0.5819509557069757
15421,minimum_down,32,115_STEAM_3,-90.20239813458124
15512,thermal_upper,48,115_STEAM_3,-2.641232446442234
15530,thermal_upper,51,115_STEAM_3,-2.641232446442234
15590,thermal_upper,61,115_STEAM_3,-2.641232446442234
15632,thermal_upper,68,115_STEAM_3,-2.641232446442234
15680,thermal_upper,76,115_STEAM_3,-2.641232446442234
15812,thermal_upper,98,115_STEAM_3,-2.641232446442234
15848,thermal_upper,104,115_STEAM_3,-6.392662337879891
15968,thermal_upper,124,115_STEAM_3,-2.641232446442234
16112,thermal_upper,148,115_STEAM_3,-2.641232446442234
16118,thermal_upper,149,115_STEAM_3,-2.641232446442234
16226,thermal_upper,167,115_STEAM_3,-2.641232446442234
16486,thermal_upper,43,116_STEAM_1,-1.8336311900736892
16510,thermal_upper,47,116_STEAM_1,-1.5005719565750628
16517,thermal_lower,48,116_STEAM_1,-3.751429891437657
16518,transition,48,116_STEAM_1,232.58865326913474
16522,thermal_upper,49,116_STEAM_1,-1.5005719565750686
16527,minimum_down,49,116_STEAM_1,-232.58865326913565
16528,thermal_upper,50,116_STEAM_1,-1.5005719565750628
16535,thermal_lower,51,116_STEAM_1,-3.751429891437657
16536,transition,51,116_STEAM_1,232.58865326913474
16552,thermal_upper,54,116_STEAM_1,-1.8336311900736877
16558,thermal_upper,55,116_STEAM_1,-0.7234337450782633
16560,transition,55,116_STEAM_1,284.2128344614225
16565,thermal_lower,56,116_STEAM_1,-6.392662337879892
16566,transition,56,116_STEAM_1,396.3450649485533
16570,thermal_upper,57,116_STEAM_1,-1.5005719565750686
16575,minimum_down,57,116_STEAM_1,-232.58865326913565
16582,thermal_upper,59,116_STEAM_1,-0.723433745078249
16587,minimum_down,59,116_STEAM_1,-112.1322304871286
16588,thermal_upper,60,116_STEAM_1,-0.33305923349863886
16595,thermal_lower,61,116_STEAM_1,-0.8326480837465972
16596,transition,61,116_STEAM_1,51.62418119228902
16601,thermal_lower,62,116_STEAM_1,-3.751429891437657
16606,thermal_upper,63,116_STEAM_1,-1.8336311900737017
16608,transition,63,116_STEAM_1,-232.58865326913474
16611,minimum_down,63,116_STEAM_1,-51.62418119228902
16624,thermal_upper,66,116_STEAM_1,-0.6661184669972678
16631,thermal_lower,67,116_STEAM_1,-1.6652961674931697
16632,transition,67,116_STEAM_1,103.24836238457652
16637,thermal_lower,68,116_STEAM_1,-3.751429891437657
16640,minimum_up,68,116_STEAM_1,-232.58865326913474
16648,thermal_upper,70,116_STEAM_1,-1.8336311900737057
16650,transition,70,116_STEAM_1,3.524291969370097e-12
16656,transition,71,116_STEAM_1,284.2128344614279
16659,minimum_down,71,116_STEAM_1,-103.24836238457652
16660,thermal_upper,72,116_STEAM_1,-1.8336311900736877
16662,transition,72,116_STEAM_1,180.9644720768514
16667,thermal_lower,73,116_STEAM_1,-3.751429891437657
16668,transition,73,116_STEAM_1,465.177306538273
16673,thermal_lower,74,116_STEAM_1,-3.751429891437657
16674,transition,74,116_STEAM_1,232.58865326913826
16678,thermal_upper,75,116_STEAM_1,-2.773445026621566
16680,transition,75,116_STEAM_1,3.524291969370097e-12
16683,minimum_down,75,116_STEAM_1,-197.295325857208
16685,thermal_lower,76,116_STEAM_1,-3.751429891437657
16686,transition,76,116_STEAM_1,232.58865326913826
16690,thermal_upper,77,116_STEAM_1,-1.728270843103645
16695,minimum_down,77,116_STEAM_1,-267.881980681065
16702,thermal_upper,79,116_STEAM_1,-1.5005719565750628
16709,thermal_lower,80,116_STEAM_1,-3.751429891437657
16710,transition,80,116_STEAM_1,232.58865326913474
16714,thermal_upper,81,116_STEAM_1,-2.5570649351519563
16721,thermal_lower,82,116_STEAM_1,-6.392662337879891
16722,transition,82,116_STEAM_1,396.3450649485532
16727,thermal_lower,83,116_STEAM_1,-3.751429891437657
16732,thermal_upper,84,116_STEAM_1,-1.8336311900736884
16734,transition,84,116_STEAM_1,-232.58865326913474
16738,thermal_upper,85,116_STEAM_1,-1.8336311900736835
16740,transition,85,116_STEAM_1,51.62418119228698
16743,minimum_down,85,116_STEAM_1,-396.3450649485532
16744,thermal_upper,86,116_STEAM_1,-0.39037451157964714
16746,transition,86,116_STEAM_1,-60.50804929484531
16751,thermal_lower,87,116_STEAM_1,-3.751429891437657
16756,thermal_upper,88,116_STEAM_1,-1.5005719565750628
16758,transition,88,116_STEAM_1,-232.58865326913474
16762,thermal_upper,89,116_STEAM_1,-1.1739643359796523
16769,thermal_lower,90,116_STEAM_1,-1.953634628259463
16770,transition,90,116_STEAM_1,181.9644720768461
16775,thermal_lower,91,116_STEAM_1,-3.751429891437657
16776,transition,91,116_STEAM_1,60.839125124759406
16778,minimum_up,91,116_STEAM_1,-232.58865326913474
16781,thermal_lower,92,116_STEAM_1,-0.9812762116896678
16782,transition,92,116_STEAM_1,60.839125124759406
16792,thermal_upper,94,116_STEAM_1,-0.7671194805456435
16794,transition,94,116_STEAM_1,-8.500977699554824e-12
16799,thermal_lower,95,116_STEAM_1,-1.9177987013639717
16800,transition,95,116_STEAM_1,118.90351948456625
16804,thermal_upper,96,116_STEAM_1,-4.508167482628414
16809,minimum_down,96,116_STEAM_1,-181.9644720768461
16811,thermal_lower,97,116_STEAM_1,-3.751429891437657
16812,transition,97,116_STEAM_1,516.8014877305579
16817,thermal_lower,98,116_STEAM_1,-3.751429891437657
16818,transition,98,116_STEAM_1,232.58865326913474
16822,thermal_upper,99,116_STEAM_1,-4.400780815030298e-15
16827,minimum_down,99,116_STEAM_1,-6.821210263296962e-13
16834,thermal_upper,101,116_STEAM_1,-4.508167482628421
16839,minimum_down,101,116_STEAM_1,-516.8014877305573
16840,thermal_upper,102,116_STEAM_1,-1.8336311900736877
16842,transition,102,116_STEAM_1,181.96447207684798
16847,thermal_lower,103,116_STEAM_1,-3.751429891437657
16848,transition,103,116_STEAM_1,466.1773065382695
16854,transition,104,116_STEAM_1,232.58865326913474
16859,thermal_lower,105,116_STEAM_1,-3.751429891437657
16860,transition,105,116_STEAM_1,232.58865326913474
16864,thermal_upper,106,116_STEAM_1,-1.500571956575057
16871,thermal_lower,107,116_STEAM_1,-3.751429891437657
16872,transition,107,116_STEAM_1,232.58865326913386
16876,thermal_upper,108,116_STEAM_1,-4.50816748262842
16878,transition,108,116_STEAM_1,-1.0231815394945443e-12
16881,minimum_down,108,116_STEAM_1,-181.96447207684798
16883,thermal_lower,109,116_STEAM_1,-3.751429891437657
16884,transition,109,116_STEAM_1,516.8014877305561
16888,thermal_upper,110,116_STEAM_1,-1.5005719565750633
16890,transition,110,116_STEAM_1,284.2128344614214
16893,minimum_down,110,116_STEAM_1,-284.2128344614215
16895,thermal_lower,111,116_STEAM_1,-3.751429891437657
16896,transition,111,116_STEAM_1,232.58865326913474
16906,thermal_upper,113,116_STEAM_1,-1.5005719565750628
16913,thermal_lower,114,116_STEAM_1,-3.751429891437657
16914,transition,114,116_STEAM_1,232.58865326913474
16918,thermal_upper,115,116_STEAM_1,-1.5005719565750628
16923,minimum_down,115,116_STEAM_1,-232.58865326913474
17026,thermal_upper,133,116_STEAM_1,-1.8336311900736884
17098,thermal_upper,145,116_STEAM_1,-1.8336311900737057
17105,thermal_lower,146,116_STEAM_1,-3.751429891437663
17106,transition,146,116_STEAM_1,284.2128344614244
17141,thermal_lower,152,116_STEAM_1,-3.751429891437657
17146,thermal_upper,153,116_STEAM_1,-1.8336311900737057
17151,minimum_down,153,116_STEAM_1,-284.2128344614244
17164,thermal_upper,156,116_STEAM_1,-1.8336311900737057
17182,thermal_upper,159,116_STEAM_1,-1.8336311900736884
17306,transition,12,118_CC_1,-1.1324274851176597e-13
17310,thermal_upper,13,118_CC_1,-6.661338147750939e-16
17316,thermal_upper,14,118_CC_1,-6.661338147750939e-16
17318,transition,14,118_CC_1,2.3647750424515834e-13
17324,transition,15,118_CC_1,4.729550084903167e-13
17328,thermal_upper,16,118_CC_1,-1.7003014514571184e-15
17330,transition,16,118_CC_1,-6.03607015267277e-13
17436,thermal_upper,34,118_CC_1,-3.6743283317200647e-16
17444,transition,35,118_CC_1,1.304386557760623e-13
17450,transition,36,118_CC_1,-6.578196917077989e-13
17454,thermal_upper,37,118_CC_1,-3.552713678800501e-15
17456,transition,37,118_CC_1,-5.726495370326317e-13
17461,thermal_lower,38,118_CC_1,-3.1086244689504383e-15
17462,transition,38,118_CC_1,6.589016700559095e-13
17468,transition,39,118_CC_1,1.3043551033433496e-13
17474,transition,40,118_CC_1,2.44122348055951e-13
17480,transition,41,118_CC_1,9.235788391265468e-13
17490,thermal_upper,43,118_CC_1,-1.5752656480886272e-15
17492,transition,43,118_CC_1,-5.592193050714626e-13
17502,thermal_upper,45,118_CC_1,-4.440892098500626e-16
17510,transition,46,118_CC_1,1.5765166949677223e-13
17514,thermal_upper,47,118_CC_1,-5.908176041860679e-16
17521,thermal_lower,48,118_CC_1,-5.585061081511345
17528,transition,49,118_CC_1,-949.4603838569287
17532,thermal_upper,50,118_CC_1,-2.674536292554727
17534,transition,50,118_CC_1,-949.460383856926
17539,thermal_lower,51,118_CC_1,-5.585061081511349
17540,transition,51,118_CC_1,2.0463630789890885e-12
17544,thermal_upper,52,118_CC_1,-2.674536292554725
17546,transition,52,118_CC_1,-949.4603838569274
17563,thermal_lower,55,118_CC_1,-1.1101974449954242
17566,minimum_up,55,118_CC_1,-188.73356564922213
17569,thermal_lower,56,118_CC_1,-8.22629352795358
17572,minimum_up,56,118_CC_1,-760.726818207707
17576,transition,57,118_CC_1,-637.7430815444017
17581,thermal_lower,58,118_CC_1,-1.8336311900736877
17582,transition,58,118_CC_1,-637.7430815444015
17588,transition,59,118_CC_1,-949.4603838569285
17592,thermal_upper,60,118_CC_1,-2.6745362925547282
17594,transition,60,118_CC_1,-949.4603838569285
17599,thermal_lower,61,118_CC_1,-5.585061081511345
17602,minimum_up,61,118_CC_1,-949.4603838569286
17605,thermal_lower,62,118_CC_1,-5.585061081511355
17612,transition,63,118_CC_1,-949.4603838569303
17614,minimum_up,63,118_CC_1,-1.1368683772161603e-13
17618,transition,64,118_CC_1,-949.4603838569278
17622,thermal_upper,65,118_CC_1,-2.674536292554726
17624,transition,65,118_CC_1,-949.4603838569277
17628,thermal_upper,66,118_CC_1,-6.661338147750939e-16
17641,thermal_lower,68,118_CC_1,-5.585061081511341
17644,minimum_up,68,118_CC_1,-949.460383856928
17647,thermal_lower,69,118_CC_1,-5.585061081511364
17654,transition,70,118_CC_1,-949.460383856932
17658,thermal_upper,71,118_CC_1,-2.6745362925547296
17660,transition,71,118_CC_1,-949.460383856929
17671,thermal_lower,73,118_CC_1,-5.585061081511345
17674,minimum_up,73,118_CC_1,-949.460383856929
17677,thermal_lower,74,118_CC_1,-5.585061081511345
17678,transition,74,118_CC_1,3.410605131648481e-13
17682,thermal_upper,75,118_CC_1,-0.9398138365478783
17684,transition,75,118_CC_1,-949.4603838569283
17689,thermal_lower,76,118_CC_1,-5.585061081511345
17690,transition,76,118_CC_1,-615.8264718824314
17696,transition,77,118_CC_1,-1565.28685573936
17700,thermal_upper,78,118_CC_1,-2.674536292554727
17702,transition,78,118_CC_1,-1565.2868557393572
17706,thermal_upper,79,118_CC_1,-1.7347224560068428
17708,transition,79,118_CC_1,-615.8264718824291
17713,thermal_lower,80,118_CC_1,-5.585061081511345
17716,minimum_up,80,118_CC_1,-7.958078640513122e-13
17718,thermal_upper,81,118_CC_1,-2.6745362925547265
17720,transition,81,118_CC_1,-949.4603838569278
17725,thermal_lower,82,118_CC_1,-8.22629352795358
17728,minimum_up,82,118_CC_1,-1398.4698997521086
17731,thermal_lower,83,118_CC_1,-5.585061081511345
17734,minimum_up,83,118_CC_1,-166.81695598724764
17738,transition,84,118_CC_1,-782.643427869681
17744,transition,85,118_CC_1,-782.6434278696807
17748,thermal_upper,86,118_CC_1,-2.204629374280795
17750,transition,86,118_CC_1,-782.6434278696822
17755,thermal_lower,87,118_CC_1,-5.585061081511345
17760,thermal_upper,88,118_CC_1,-2.674536292554726
17762,transition,88,118_CC_1,-949.4603838569277
17773,thermal_lower,90,118_CC_1,-4.603784869821653
17776,minimum_up,90,118_CC_1,-782.6434278696811
17785,thermal_lower,92,118_CC_1,-0.9812762116896092
17788,minimum_up,92,118_CC_1,-166.81695598723428
17791,thermal_lower,93,118_CC_1,-1.8336311900737425
17792,transition,93,118_CC_1,7.078676417570733e-13
17794,minimum_up,93,118_CC_1,-1.2448708730516955e-11
17797,thermal_lower,94,118_CC_1,-1.4654943925052066e-14
17798,transition,94,118_CC_1,-311.7173023125231
17803,thermal_lower,95,118_CC_1,-3.7514298914376596
17804,transition,95,118_CC_1,-311.7173023125256
17808,thermal_upper,96,118_CC_1,-2.674536292554726
17810,transition,96,118_CC_1,-949.4603838569277
17815,thermal_lower,97,118_CC_1,-5.585061081511348
17821,thermal_lower,98,118_CC_1,-5.585061081511345
17822,transition,98,118_CC_1,-949.4603838569293
17824,minimum_up,98,118_CC_1,-311.7173023125256
17827,thermal_lower,99,118_CC_1,-1.8336311900736832
17828,transition,99,118_CC_1,-1587.2034654013323
17832,thermal_upper,100,118_CC_1,-2.674536292554727
17834,transition,100,118_CC_1,-1898.9207677138584
17838,thermal_upper,101,118_CC_1,-2.674536292554733
17840,transition,101,118_CC_1,-949.4603838569302
17851,thermal_lower,103,118_CC_1,-5.585061081511345
17854,minimum_up,103,118_CC_1,-637.7430815444021
17857,thermal_lower,104,118_CC_1,-1.8336311900736877
17858,transition,104,118_CC_1,-311.7173023125265
17860,minimum_up,104,118_CC_1,-623.4346046250535
17863,thermal_lower,105,118_CC_1,-3.7514298914376716
17866,minimum_up,105,118_CC_1,-637.7430815444042
17875,thermal_lower,107,118_CC_1,-5.585061081511345
17880,thermal_upper,108,118_CC_1,-2.6745362925547327
17882,transition,108,118_CC_1,-949.4603838569301
17887,thermal_lower,109,118_CC_1,-5.585061081511348
17892,thermal_upper,110,118_CC_1,-2.6745362925547305
17894,transition,110,118_CC_1,-949.4603838569293
17899,thermal_lower,111,118_CC_1,-5.585061081511345
17902,minimum_up,111,118_CC_1,-1.1368683772161603e-12
17904,thermal_upper,112,118_CC_1,-2.6745362925547296
17906,transition,112,118_CC_1,-949.4603838569275
17910,thermal_upper,113,118_CC_1,-5.683611580873336e-16
17912,transition,113,118_CC_1,1.4962652772822777e-12
17917,thermal_lower,114,118_CC_1,-5.585061081511345
17918,transition,114,118_CC_1,1.6980334884032812e-12
17920,minimum_up,114,118_CC_1,-949.46038385693
17924,transition,115,118_CC_1,3.069544618483633e-12
17930,transition,116,118_CC_1,1.4962652772822777e-12
17933,minimum_down,116,118_CC_1,-1.4962652772822777e-12
17936,transition,117,118_CC_1,1.1368683772161603e-13
17940,thermal_upper,118,118_CC_1,-7.899784113248297e-16
17942,transition,118,118_CC_1,-2.8044233602031454e-13
18018,thermal_upper,131,118_CC_1,-5.6844719903415e-16
18032,transition,133,118_CC_1,1.3985817474242008e-13
18038,transition,134,118_CC_1,2.5310092325418607e-13
18042,thermal_upper,135,118_CC_1,-6.661338147750939e-16
18044,transition,135,118_CC_1,2.5310092325418607e-13
18050,transition,136,118_CC_1,4.895784274993444e-13
18056,transition,137,118_CC_1,4.895784274993444e-13
18060,thermal_upper,138,118_CC_1,-9.607338399009806e-16
18066,thermal_upper,139,118_CC_1,-1.3322676295501878e-15
18074,transition,140,118_CC_1,4.729550084903167e-13
18076,minimum_up,140,118_CC_1,-2.01202338422428e-13
18078,thermal_upper,141,118_CC_1,-6.661338147750939e-16
18080,transition,141,118_CC_1,6.741573469127447e-13
18086,transition,142,118_CC_1,7.97392102646137e-13
18092,transition,143,118_CC_1,7.97392102646137e-13
18176,transition,157,118_CC_1,2.2000030756919323e-13
18182,transition,158,118_CC_1,-1.8180508103628296e-13
18186,thermal_upper,159,118_CC_1,-6.661338147750939e-16
18188,transition,159,118_CC_1,1.6553425297161084e-12
18194,transition,160,118_CC_1,1.8918200339612667e-12
18278,thermal_upper,7,123_STEAM_2,-0.7274386946337197
18728,thermal_upper,82,123_STEAM_2,-0.7274386946337197
18776,thermal_upper,90,123_STEAM_2,-3.3686711410759536
18962,thermal_upper,121,123_STEAM_2,-3.3686711410759536
19118,thermal_upper,147,123_STEAM_2,-3.3686711410759536
19130,thermal_upper,149,123_STEAM_2,-3.3686711410759536
19244,thermal_upper,0,123_STEAM_3,-3.751429891437657
19246,thermal_upper,1,123_STEAM_3,-2.694936912860762
19248,transition,1,123_STEAM_3,1313.00046200318
19253,thermal_lower,2,123_STEAM_3,-2.641232446442234
19254,transition,2,123_STEAM_3,2256.2283815044466
19259,thermal_lower,3,123_STEAM_3,-3.3686711410759536
19260,transition,3,123_STEAM_3,1886.4558390025338
19265,thermal_lower,4,123_STEAM_3,-3.3686711410759536
19266,transition,4,123_STEAM_3,1414.8418792519003
19271,thermal_lower,5,123_STEAM_3,-3.3686711410759536
19272,transition,5,123_STEAM_3,943.2279195012668
19277,thermal_lower,6,123_STEAM_3,-3.3686711410759536
19278,transition,6,123_STEAM_3,471.6139597506333
19283,thermal_lower,7,123_STEAM_3,-2.641232446442234
19284,transition,7,123_STEAM_3,-2.2737367544323206e-13
19290,transition,8,123_STEAM_3,-369.7725425019131
19294,thermal_upper,9,123_STEAM_3,-3.751429891437657
19296,transition,9,123_STEAM_3,-369.7725425019131
19299,minimum_down,9,123_STEAM_3,-943.2279195012668
19372,thermal_upper,22,123_STEAM_3,-5.585061081511345
19378,thermal_upper,23,123_STEAM_3,-5.585061081511363
19380,transition,23,123_STEAM_3,-369.7725425019131
19384,thermal_upper,24,123_STEAM_3,-0.27935476708008267
19386,transition,24,123_STEAM_3,1584.9988360270636
19391,thermal_lower,25,123_STEAM_3,-2.641232446442234
19392,transition,25,123_STEAM_3,1682.7730045050926
19397,thermal_lower,26,123_STEAM_3,-3.3686711410759536
19398,transition,26,123_STEAM_3,1313.0004620031798
19403,thermal_lower,27,123_STEAM_3,-2.641232446442234
19404,transition,27,123_STEAM_3,841.3865022525463
19409,thermal_lower,28,123_STEAM_3,-3.3686711410759536
19410,transition,28,123_STEAM_3,471.6139597506335
19415,thermal_lower,29,123_STEAM_3,-2.641232446442234
19416,transition,29,123_STEAM_3,-3.410605131648481e-13
19418,minimum_up,29,123_STEAM_3,-369.7725425019131
19432,thermal_upper,32,123_STEAM_3,-3.7514298914376565
19437,minimum_down,32,123_STEAM_3,-1313.0004620031798
19570,thermal_upper,55,123_STEAM_3,-1.0564929785768937
19577,thermal_lower,56,123_STEAM_3,-2.641232446442234
19578,transition,56,123_STEAM_3,369.77254250191277
19582,thermal_upper,57,123_STEAM_3,-1.0564929785768937
19587,minimum_down,57,123_STEAM_3,-369.77254250191277
19726,thermal_upper,81,123_STEAM_3,-1.0564929785768937
19733,thermal_lower,82,123_STEAM_3,-2.641232446442234
19734,transition,82,123_STEAM_3,369.77254250191277
20008,thermal_upper,128,123_STEAM_3,-1.0564929785768937
20013,minimum_down,128,123_STEAM_3,-369.77254250191277
20026,thermal_upper,131,123_STEAM_3,-5.585061081511345
20544,thermal_upper,50,123_CT_1,-1.7763568394002505e-15
20556,thermal_upper,52,123_CT_1,-8.881784197001252e-16
20558,transition,52,123_CT_1,-1.0325319686440209e-13
20564,transition,53,123_CT_1,-5.440338378089521e-14
20844,thermal_upper,100,123_CT_1,-1.7763568394002505e-15
20846,transition,100,123_CT_1,-1.2036290498285045e-13
20860,minimum_up,102,123_CT_1,-1.2036290498285045e-13
21538,transition,48,123_CT_4,9.769962616701378e-14
21544,transition,49,123_CT_4,9.769962616701378e-14
21550,transition,50,123_CT_4,9.769962616701378e-14
21562,transition,52,123_CT_4,1.4654943925052066e-13
21604,transition,59,123_CT_4,1.4654943925052066e-13
21610,transition,60,123_CT_4,1.4654943925052066e-13
21718,transition,78,123_CT_4,2.4424906541753444e-13
21724,transition,79,123_CT_4,1.4654943925052066e-13
21778,transition,88,123_CT_4,1.4654943925052066e-13
21796,transition,91,123_CT_4,-1.4654943925052066e-13
21820,transition,95,123_CT_4,1.4654943925052066e-13
21826,transition,96,123_CT_4,1.4654943925052066e-13
21856,transition,101,123_CT_4,-9.521396915148103e-14
21892,transition,107,123_CT_4,4.884981308350689e-14
21898,transition,108,123_CT_4,4.884981308350689e-14
21910,transition,110,123_CT_4,1.4654943925052066e-13
22554,transition,50,123_CT_5,9.769962616701378e-14
22566,transition,52,123_CT_5,1.4654943925052066e-13
22620,transition,61,123_CT_5,-1.4654943925052066e-13
22722,transition,78,123_CT_5,1.4654943925052066e-13
22788,transition,89,123_CT_5,-1.4654943925052066e-13
22830,transition,96,123_CT_5,1.4654943925052066e-13
22848,transition,99,123_CT_5,9.521396915148103e-14
22854,transition,100,123_CT_5,9.521396915148103e-14
22920,transition,111,123_CT_5,-1.4654943925052066e-13
23262,thermal_upper,1,121_NUCLEAR_1,-6.063608053936715
23268,thermal_upper,2,121_NUCLEAR_1,-0.7274386946337188
23274,thermal_upper,3,121_NUCLEAR_1,-8.79296635503124e-16
23281,thermal_lower,4,121_NUCLEAR_1,-8.881784197001252e-16
23282,transition,4,121_NUCLEAR_1,3.517186542012496e-13
23394,thermal_upper,23,121_NUCLEAR_1,-8.953732222587316
23399,minimum_down,23,121_NUCLEAR_1,-3.517186542012496e-13
24264,target_mean,-1,101_CT_1,-757.3721370815747
24265,target_mean,-1,101_CT_2,-757.3721370815736
24266,target_mean,-1,101_STEAM_3,-308.05003993238256
24267,target_mean,-1,101_STEAM_4,-308.0500399323796
24268,target_mean,-1,102_CT_1,-757.3721370815739
24269,target_mean,-1,102_CT_2,-757.3721370815754
24270,target_mean,-1,102_STEAM_3,1073.9672727638217
24271,target_mean,-1,102_STEAM_4,630.2402217615264
24272,target_mean,-1,107_CC_1,-308.05003993237966
24273,target_mean,-1,113_CT_1,-757.3721370815738
24274,target_mean,-1,113_CT_2,-757.3721370815736
24275,target_mean,-1,113_CT_3,-757.3721370815737
24276,target_mean,-1,113_CT_4,-757.3721370815736
24277,target_mean,-1,115_STEAM_1,-757.372137081574
24278,target_mean,-1,115_STEAM_2,-757.3721370815737
24279,target_mean,-1,115_STEAM_3,1073.9672727638217
24281,target_mean,-1,118_CC_1,-308.05003993237955
24282,target_mean,-1,123_STEAM_2,1196.1769734622867
24283,target_mean,-1,123_STEAM_3,630.2402217615264
24284,target_mean,-1,123_CT_1,-757.3721370815734
24285,target_mean,-1,123_CT_4,-757.372137081574
24286,target_mean,-1,123_CT_5,-757.372137081574
24287,target_mean,-1,121_NUCLEAR_1,1196.1769734622865
24294,target_mean,-1,113_PV_1,1196.1769734622865
24295,target_mean,-1,102_PV_1,1196.1769734622865
24296,target_mean,-1,101_PV_1,1196.1769734622865
24297,target_mean,-1,102_PV_2,1196.1769734622865
24298,target_mean,-1,104_PV_1,1196.1769734622865
24299,target_mean,-1,101_PV_2,1196.1769734622865
24300,target_mean,-1,101_PV_3,1196.1769734622865
24301,target_mean,-1,101_PV_4,1196.1769734622865
24302,target_mean,-1,103_PV_1,1196.1769734622865
24303,target_mean,-1,119_PV_1,1196.1769734622865
24304,target_mean,-1,122_WIND_1,1196.1769734622867
